id,quarter,quarter_qf,hb,hbqf,location,location_qf,admission_type,admission_type_qf,simd,simdqf,episodes,length_of_episode,average_length_of_episode,average_length_of_episode_qf,stays,length_of_stay,average_length_of_stay,average_length_of_stay_qf
1368,2020Q2,,S08000029,,F704H,,Elective Inpatients,,5,,41,91,2.21951219512195,,40,116,2.9,
1369,2020Q3,,S08000029,,F704H,,Elective Inpatients,,5,,120,217,1.80833333333333,,125,320,2.56,
1370,2020Q4,,S08000029,,F704H,,Elective Inpatients,,5,,130,361,2.77692307692308,,135,400,2.96296296296296,
1371,2021Q1,,S08000029,,F704H,,Elective Inpatients,,5,,61,149,2.44262295081967,,60,164,2.73333333333333,
1372,2021Q2,p,S08000029,,F704H,,Elective Inpatients,,5,,144,244,1.69444444444444,,145,310,2.13793103448276,
1373,2016Q2,,S08000029,,F704H,,Elective Inpatients,, ,:,0,8, ,z,0,21, ,z
1374,2016Q4,,S08000029,,F704H,,Elective Inpatients,, ,:,0,0, ,z,0,0, ,z
1375,2017Q2,,S08000029,,F704H,,Elective Inpatients,, ,:,5,6,1.2,,5,6,1.2,
1376,2017Q3,,S08000029,,F704H,,Elective Inpatients,, ,:,0,7, ,z,0,7, ,z
1377,2019Q3,,S08000029,,F704H,,Elective Inpatients,, ,:,0,0, ,z,0,0, ,z
1378,2016Q2,,S08000019,,V217H,,Elective Inpatients,,1,,119,277,2.32773109243697,,120,367,3.05833333333333,
1379,2016Q3,,S08000019,,V217H,,Elective Inpatients,,1,,120,301,2.50833333333333,,125,452,3.616,
1380,2016Q4,,S08000019,,V217H,,Elective Inpatients,,1,,110,232,2.10909090909091,,110,352,3.2,
1381,2017Q1,,S08000019,,V217H,,Elective Inpatients,,1,,135,242,1.79259259259259,,135,303,2.24444444444444,
1382,2017Q2,,S08000019,,V217H,,Elective Inpatients,,1,,130,210,1.61538461538462,,130,280,2.15384615384615,
1383,2017Q3,,S08000019,,V217H,,Elective Inpatients,,1,,99,223,2.25252525252525,,100,316,3.16,
1384,2017Q4,,S08000019,,V217H,,Elective Inpatients,,1,,116,291,2.50862068965517,,115,404,3.51304347826087,
1385,2018Q1,,S08000019,,V217H,,Elective Inpatients,,1,,111,235,2.11711711711712,,110,359,3.26363636363636,
1386,2018Q2,,S08000019,,V217H,,Elective Inpatients,,1,,128,233,1.8203125,,130,317,2.43846153846154,
1387,2018Q3,,S08000019,,V217H,,Elective Inpatients,,1,,110,225,2.04545454545455,,110,310,2.81818181818182,
1388,2018Q4,,S08000019,,V217H,,Elective Inpatients,,1,,130,258,1.98461538461538,,135,375,2.77777777777778,
1389,2019Q1,,S08000019,,V217H,,Elective Inpatients,,1,,113,244,2.15929203539823,,113,225,1.99115044247788,
1390,2019Q2,,S08000019,,V217H,,Elective Inpatients,,1,,131,208,1.58778625954198,,135,335,2.48148148148148,
1391,2019Q3,,S08000019,,V217H,,Elective Inpatients,,1,,130,246,1.89230769230769,,130,295,2.26923076923077,
1392,2019Q4,,S08000019,,V217H,,Elective Inpatients,,1,,114,169,1.48245614035088,,119,230,1.9327731092437,
1393,2020Q1,,S08000019,,V217H,,Elective Inpatients,,1,,130,160,1.23076923076923,,132,183,1.38636363636364,
1394,2020Q2,,S08000019,,V217H,,Elective Inpatients,,1,,26,48,1.84615384615385,,27,85,3.14814814814815,
1395,2020Q3,,S08000019,,V217H,,Elective Inpatients,,1,,77,124,1.61038961038961,,76,135,1.77631578947368,
1396,2020Q4,,S08000019,,V217H,,Elective Inpatients,,1,,107,155,1.44859813084112,,111,233,2.0990990990991,
1397,2021Q1,,S08000019,,V217H,,Elective Inpatients,,1,,58,75,1.29310344827586,,59,83,1.40677966101695,
1398,2021Q2,p,S08000019,,V217H,,Elective Inpatients,,1,,114,203,1.78070175438596,,115,222,1.9304347826087,
1399,2016Q2,,S08000019,,V217H,,Elective Inpatients,,2,,187,388,2.07486631016043,,188,545,2.89893617021277,
1400,2016Q3,,S08000019,,V217H,,Elective Inpatients,,2,,176,337,1.91477272727273,,175,449,2.56571428571429,
1401,2016Q4,,S08000019,,V217H,,Elective Inpatients,,2,,180,419,2.32777777777778,,180,520,2.88888888888889,
1402,2017Q1,,S08000019,,V217H,,Elective Inpatients,,2,,156,299,1.91666666666667,,155,380,2.45161290322581,
1403,2017Q2,,S08000019,,V217H,,Elective Inpatients,,2,,135,296,2.19259259259259,,140,583,4.16428571428571,
1404,2017Q3,,S08000019,,V217H,,Elective Inpatients,,2,,158,306,1.93670886075949,,158,473,2.9936708860759502,
1405,2017Q4,,S08000019,,V217H,,Elective Inpatients,,2,,130,260,2,,135,465,3.44444444444444,
1406,2018Q1,,S08000019,,V217H,,Elective Inpatients,,2,,135,230,1.7037037037037,,140,390,2.78571428571429,
1407,2018Q2,,S08000019,,V217H,,Elective Inpatients,,2,,125,329,2.632,,125,392,3.136,
1408,2018Q3,,S08000019,,V217H,,Elective Inpatients,,2,,118,241,2.04237288135593,,115,276,2.4,
1409,2018Q4,,S08000019,,V217H,,Elective Inpatients,,2,,130,270,2.07692307692308,,135,405,3,
1410,2019Q1,,S08000019,,V217H,,Elective Inpatients,,2,,134,252,1.88059701492537,,134,284,2.11940298507463,
1411,2019Q2,,S08000019,,V217H,,Elective Inpatients,,2,,172,330,1.91860465116279,,173,371,2.14450867052023,
1412,2019Q3,,S08000019,,V217H,,Elective Inpatients,,2,,176,269,1.52840909090909,,178,637,3.57865168539326,
1413,2019Q4,,S08000019,,V217H,,Elective Inpatients,,2,,160,307,1.91875,,165,410,2.48484848484848,
1414,2020Q1,,S08000019,,V217H,,Elective Inpatients,,2,,135,189,1.4,,140,297,2.12142857142857,
1415,2020Q2,,S08000019,,V217H,,Elective Inpatients,,2,,36,58,1.61111111111111,,36,62,1.72222222222222,
1416,2020Q3,,S08000019,,V217H,,Elective Inpatients,,2,,102,153,1.5,,102,212,2.07843137254902,
1417,2020Q4,,S08000019,,V217H,,Elective Inpatients,,2,,142,271,1.90845070422535,,145,353,2.43448275862069,
1418,2021Q1,,S08000019,,V217H,,Elective Inpatients,,2,,81,160,1.97530864197531,,80,160,2,
1419,2021Q2,p,S08000019,,V217H,,Elective Inpatients,,2,,140,263,1.87857142857143,,145,296,2.04137931034483,
1420,2016Q2,,S08000019,,V217H,,Elective Inpatients,,3,,137,274,2,,140,493,3.52142857142857,
1421,2016Q3,,S08000019,,V217H,,Elective Inpatients,,3,,125,279,2.232,,125,326,2.608,
1422,2016Q4,,S08000019,,V217H,,Elective Inpatients,,3,,120,219,1.825,,125,372,2.976,
1423,2017Q1,,S08000019,,V217H,,Elective Inpatients,,3,,165,242,1.46666666666667,,165,381,2.30909090909091,
1424,2017Q2,,S08000019,,V217H,,Elective Inpatients,,3,,153,265,1.73202614379085,,155,355,2.29032258064516,
1425,2017Q3,,S08000019,,V217H,,Elective Inpatients,,3,,152,290,1.90789473684211,,155,468,3.01935483870968,
1426,2017Q4,,S08000019,,V217H,,Elective Inpatients,,3,,150,269,1.79333333333333,,150,462,3.08,
1427,2018Q1,,S08000019,,V217H,,Elective Inpatients,,3,,160,362,2.2625,,160,513,3.20625,
1428,2018Q2,,S08000019,,V217H,,Elective Inpatients,,3,,155,284,1.83225806451613,,160,884,5.525,
1429,2018Q3,,S08000019,,V217H,,Elective Inpatients,,3,,136,276,2.02941176470588,,135,385,2.85185185185185,
1430,2018Q4,,S08000019,,V217H,,Elective Inpatients,,3,,167,278,1.66467065868263,,170,441,2.59411764705882,
1431,2019Q1,,S08000019,,V217H,,Elective Inpatients,,3,,155,292,1.88387096774194,,160,595,3.71875,
1432,2019Q2,,S08000019,,V217H,,Elective Inpatients,,3,,169,284,1.68047337278107,,172,433,2.51744186046512,
1433,2019Q3,,S08000019,,V217H,,Elective Inpatients,,3,,155,260,1.67741935483871,,160,325,2.03125,
1434,2019Q4,,S08000019,,V217H,,Elective Inpatients,,3,,170,273,1.60588235294118,,170,329,1.93529411764706,
1435,2020Q1,,S08000019,,V217H,,Elective Inpatients,,3,,155,231,1.49032258064516,,160,332,2.075,
1436,2020Q2,,S08000019,,V217H,,Elective Inpatients,,3,,30,44,1.46666666666667,,30,59,1.96666666666667,
1437,2020Q3,,S08000019,,V217H,,Elective Inpatients,,3,,115,205,1.78260869565217,,110,227,2.06363636363636,
1438,2020Q4,,S08000019,,V217H,,Elective Inpatients,,3,,150,222,1.48,,150,270,1.8,
1439,2021Q1,,S08000019,,V217H,,Elective Inpatients,,3,,97,204,2.10309278350515,,96,211,2.19791666666667,
1440,2021Q2,p,S08000019,,V217H,,Elective Inpatients,,3,,160,349,2.18125,,160,367,2.29375,
1441,2016Q2,,S08000019,,V217H,,Elective Inpatients,,4,,129,281,2.17829457364341,,130,336,2.58461538461538,
1442,2016Q3,,S08000019,,V217H,,Elective Inpatients,,4,,138,258,1.8695652173913,,140,337,2.40714285714286,
1443,2016Q4,,S08000019,,V217H,,Elective Inpatients,,4,,125,336,2.688,,130,477,3.66923076923077,
1444,2017Q1,,S08000019,,V217H,,Elective Inpatients,,4,,130,226,1.73846153846154,,130,363,2.79230769230769,
1445,2017Q2,,S08000019,,V217H,,Elective Inpatients,,4,,147,245,1.66666666666667,,150,360,2.4,
1446,2017Q3,,S08000019,,V217H,,Elective Inpatients,,4,,125,195,1.56,,125,300,2.4,
1447,2017Q4,,S08000019,,V217H,,Elective Inpatients,,4,,118,249,2.11016949152542,,125,450,3.6,
1448,2018Q1,,S08000019,,V217H,,Elective Inpatients,,4,,130,209,1.60769230769231,,130,362,2.78461538461538,
1449,2018Q2,,S08000019,,V217H,,Elective Inpatients,,4,,116,254,2.18965517241379,,120,323,2.69166666666667,
1450,2018Q3,,S08000019,,V217H,,Elective Inpatients,,4,,108,199,1.84259259259259,,105,211,2.00952380952381,
1451,2018Q4,,S08000019,,V217H,,Elective Inpatients,,4,,136,374,2.75,,136,501,3.68382352941176,
1452,2019Q1,,S08000019,,V217H,,Elective Inpatients,,4,,140,303,2.16428571428571,,140,510,3.64285714285714,
1453,2019Q2,,S08000019,,V217H,,Elective Inpatients,,4,,164,237,1.44512195121951,,170,395,2.32352941176471,
1454,2019Q3,,S08000019,,V217H,,Elective Inpatients,,4,,150,251,1.67333333333333,,150,312,2.08,
1455,2019Q4,,S08000019,,V217H,,Elective Inpatients,,4,,150,285,1.9,,155,336,2.16774193548387,
1456,2020Q1,,S08000019,,V217H,,Elective Inpatients,,4,,120,196,1.63333333333333,,125,221,1.768,
1457,2020Q2,,S08000019,,V217H,,Elective Inpatients,,4,,35,60,1.71428571428571,,36,68,1.88888888888889,
1458,2020Q3,,S08000019,,V217H,,Elective Inpatients,,4,,120,259,2.15833333333333,,120,290,2.41666666666667,
1459,2020Q4,,S08000019,,V217H,,Elective Inpatients,,4,,125,210,1.68,,125,215,1.72,
1461,2021Q2,p,S08000019,,V217H,,Elective Inpatients,,4,,135,256,1.8962962962963,,135,290,2.14814814814815,
1462,2016Q2,,S08000019,,V217H,,Elective Inpatients,,5,,124,247,1.99193548387097,,125,394,3.152,
1463,2016Q3,,S08000019,,V217H,,Elective Inpatients,,5,,142,240,1.69014084507042,,145,376,2.59310344827586,
1464,2016Q4,,S08000019,,V217H,,Elective Inpatients,,5,,107,147,1.37383177570093,,110,282,2.56363636363636,
1465,2017Q1,,S08000019,,V217H,,Elective Inpatients,,5,,127,260,2.04724409448819,,125,288,2.304,
1466,2017Q2,,S08000019,,V217H,,Elective Inpatients,,5,,130,170,1.30769230769231,,130,310,2.38461538461538,
1467,2017Q3,,S08000019,,V217H,,Elective Inpatients,,5,,122,231,1.89344262295082,,125,441,3.528,
1468,2017Q4,,S08000019,,V217H,,Elective Inpatients,,5,,114,209,1.83333333333333,,115,276,2.4,
1469,2018Q1,,S08000019,,V217H,,Elective Inpatients,,5,,130,220,1.69230769230769,,130,280,2.15384615384615,
1470,2018Q2,,S08000019,,V217H,,Elective Inpatients,,5,,116,235,2.02586206896552,,115,300,2.60869565217391,
1471,2018Q3,,S08000019,,V217H,,Elective Inpatients,,5,,105,227,2.16190476190476,,105,334,3.18095238095238,
1472,2018Q4,,S08000019,,V217H,,Elective Inpatients,,5,,138,250,1.81159420289855,,140,324,2.31428571428571,
1473,2019Q1,,S08000019,,V217H,,Elective Inpatients,,5,,106,192,1.81132075471698,,105,244,2.32380952380952,
1474,2019Q2,,S08000019,,V217H,,Elective Inpatients,,5,,151,225,1.49006622516556,,153,249,1.62745098039216,
1475,2019Q3,,S08000019,,V217H,,Elective Inpatients,,5,,145,319,2.2,,145,345,2.37931034482759,
1476,2019Q4,,S08000019,,V217H,,Elective Inpatients,,5,,150,204,1.36,,150,298,1.98666666666667,
1477,2020Q1,,S08000019,,V217H,,Elective Inpatients,,5,,141,271,1.92198581560284,,144,294,2.04166666666667,
1478,2020Q2,,S08000019,,V217H,,Elective Inpatients,,5,,30,58,1.93333333333333,,31,128,4.12903225806452,
1479,2020Q3,,S08000019,,V217H,,Elective Inpatients,,5,,86,156,1.81395348837209,,86,168,1.95348837209302,
1480,2020Q4,,S08000019,,V217H,,Elective Inpatients,,5,,103,153,1.48543689320388,,108,186,1.72222222222222,
1481,2021Q1,,S08000019,,V217H,,Elective Inpatients,,5,,74,110,1.48648648648649,,74,136,1.83783783783784,
1482,2021Q2,p,S08000019,,V217H,,Elective Inpatients,,5,,139,250,1.79856115107914,,141,267,1.8936170212766,
1483,2016Q3,,S08000019,,V217H,,Elective Inpatients,, ,:,0,0, ,z,0,0, ,z
1484,2018Q2,,S08000019,,V217H,,Elective Inpatients,, ,:,0,0, ,z,0,0, ,z
1485,2019Q4,,S08000019,,V217H,,Elective Inpatients,, ,:,0,11, ,z,0,20, ,z
1486,2020Q1,,S08000019,,V217H,,Elective Inpatients,, ,:,0,0, ,z,0,0, ,z
1714,2019Q3,,S08000020,,N101H,,Elective Inpatients,, ,:,5,5,1,,5,5,1,
1487,2016Q2,,S08000019,,S08000019,d,Elective Inpatients,,1,,119,277,2.32773109243697,,120,367,3.05833333333333,
1488,2016Q3,,S08000019,,S08000019,d,Elective Inpatients,,1,,120,301,2.50833333333333,,125,452,3.616,
1489,2016Q4,,S08000019,,S08000019,d,Elective Inpatients,,1,,110,232,2.10909090909091,,110,352,3.2,
1490,2017Q1,,S08000019,,S08000019,d,Elective Inpatients,,1,,136,242,1.77941176470588,,136,303,2.22794117647059,
1491,2017Q2,,S08000019,,S08000019,d,Elective Inpatients,,1,,131,213,1.62595419847328,,131,280,2.13740458015267,
1492,2017Q3,,S08000019,,S08000019,d,Elective Inpatients,,1,,99,223,2.25252525252525,,100,316,3.16,
1493,2017Q4,,S08000019,,S08000019,d,Elective Inpatients,,1,,116,291,2.50862068965517,,115,404,3.51304347826087,
1494,2018Q1,,S08000019,,S08000019,d,Elective Inpatients,,1,,111,235,2.11711711711712,,113,366,3.23893805309735,
1495,2018Q2,,S08000019,,S08000019,d,Elective Inpatients,,1,,128,233,1.8203125,,130,317,2.43846153846154,
1496,2018Q3,,S08000019,,S08000019,d,Elective Inpatients,,1,,111,230,2.07207207207207,,112,313,2.79464285714286,
1497,2018Q4,,S08000019,,S08000019,d,Elective Inpatients,,1,,133,258,1.93984962406015,,136,375,2.75735294117647,
1498,2019Q1,,S08000019,,S08000019,d,Elective Inpatients,,1,,113,244,2.15929203539823,,113,225,1.99115044247788,
1499,2019Q2,,S08000019,,S08000019,d,Elective Inpatients,,1,,131,208,1.58778625954198,,137,335,2.44525547445255,
1500,2019Q3,,S08000019,,S08000019,d,Elective Inpatients,,1,,132,246,1.86363636363636,,132,295,2.23484848484848,
1501,2019Q4,,S08000019,,S08000019,d,Elective Inpatients,,1,,114,169,1.48245614035088,,119,230,1.9327731092437,
1502,2020Q1,,S08000019,,S08000019,d,Elective Inpatients,,1,,130,160,1.23076923076923,,132,183,1.38636363636364,
1503,2020Q2,,S08000019,,S08000019,d,Elective Inpatients,,1,,26,48,1.84615384615385,,27,85,3.14814814814815,
1504,2020Q3,,S08000019,,S08000019,d,Elective Inpatients,,1,,77,124,1.61038961038961,,76,135,1.77631578947368,
1505,2020Q4,,S08000019,,S08000019,d,Elective Inpatients,,1,,107,155,1.44859813084112,,111,233,2.0990990990991,
1506,2021Q1,,S08000019,,S08000019,d,Elective Inpatients,,1,,58,75,1.29310344827586,,59,83,1.40677966101695,
1507,2021Q2,p,S08000019,,S08000019,d,Elective Inpatients,,1,,114,203,1.78070175438596,,115,222,1.9304347826087,
1508,2016Q2,,S08000019,,S08000019,d,Elective Inpatients,,2,,187,388,2.07486631016043,,188,545,2.89893617021277,
1509,2016Q3,,S08000019,,S08000019,d,Elective Inpatients,,2,,176,337,1.91477272727273,,175,449,2.56571428571429,
1510,2016Q4,,S08000019,,S08000019,d,Elective Inpatients,,2,,181,419,2.31491712707182,,182,520,2.85714285714286,
1511,2017Q1,,S08000019,,S08000019,d,Elective Inpatients,,2,,156,299,1.91666666666667,,155,380,2.45161290322581,
1512,2017Q2,,S08000019,,S08000019,d,Elective Inpatients,,2,,138,296,2.14492753623188,,143,583,4.07692307692308,
1513,2017Q3,,S08000019,,S08000019,d,Elective Inpatients,,2,,158,306,1.93670886075949,,158,473,2.9936708860759502,
1514,2017Q4,,S08000019,,S08000019,d,Elective Inpatients,,2,,133,262,1.96992481203008,,134,466,3.47761194029851,
1515,2018Q1,,S08000019,,S08000019,d,Elective Inpatients,,2,,138,229,1.65942028985507,,140,391,2.79285714285714,
1516,2018Q2,,S08000019,,S08000019,d,Elective Inpatients,,2,,125,329,2.632,,125,392,3.136,
1517,2018Q3,,S08000019,,S08000019,d,Elective Inpatients,,2,,118,241,2.04237288135593,,115,276,2.4,
1518,2018Q4,,S08000019,,S08000019,d,Elective Inpatients,,2,,135,270,2,,137,407,2.97080291970803,
1519,2019Q1,,S08000019,,S08000019,d,Elective Inpatients,,2,,134,252,1.88059701492537,,134,284,2.11940298507463,
1520,2019Q2,,S08000019,,S08000019,d,Elective Inpatients,,2,,172,330,1.91860465116279,,173,371,2.14450867052023,
1521,2019Q3,,S08000019,,S08000019,d,Elective Inpatients,,2,,178,322,1.80898876404494,,180,690,3.83333333333333,
1522,2019Q4,,S08000019,,S08000019,d,Elective Inpatients,,2,,164,307,1.8719512195122,,169,410,2.42603550295858,
1523,2020Q1,,S08000019,,S08000019,d,Elective Inpatients,,2,,136,189,1.38970588235294,,139,297,2.13669064748201,
1524,2020Q2,,S08000019,,S08000019,d,Elective Inpatients,,2,,36,58,1.61111111111111,,36,62,1.72222222222222,
1525,2020Q3,,S08000019,,S08000019,d,Elective Inpatients,,2,,102,153,1.5,,102,212,2.07843137254902,
1526,2020Q4,,S08000019,,S08000019,d,Elective Inpatients,,2,,142,271,1.90845070422535,,145,387,2.66896551724138,
1527,2021Q1,,S08000019,,S08000019,d,Elective Inpatients,,2,,81,160,1.97530864197531,,80,160,2,
1528,2021Q2,p,S08000019,,S08000019,d,Elective Inpatients,,2,,143,263,1.83916083916084,,144,296,2.05555555555556,
1529,2016Q2,,S08000019,,S08000019,d,Elective Inpatients,,3,,137,274,2,,140,493,3.52142857142857,
1530,2016Q3,,S08000019,,S08000019,d,Elective Inpatients,,3,,125,279,2.232,,125,326,2.608,
1531,2016Q4,,S08000019,,S08000019,d,Elective Inpatients,,3,,123,219,1.78048780487805,,124,372,3,
1532,2017Q1,,S08000019,,S08000019,d,Elective Inpatients,,3,,166,242,1.4578313253012,,167,381,2.2814371257485,
1533,2017Q2,,S08000019,,S08000019,d,Elective Inpatients,,3,,153,265,1.73202614379085,,156,359,2.30128205128205,
1534,2017Q3,,S08000019,,S08000019,d,Elective Inpatients,,3,,152,290,1.90789473684211,,155,468,3.01935483870968,
1535,2017Q4,,S08000019,,S08000019,d,Elective Inpatients,,3,,150,269,1.79333333333333,,150,462,3.08,
1536,2018Q1,,S08000019,,S08000019,d,Elective Inpatients,,3,,160,362,2.2625,,160,513,3.20625,
1715,2019Q4,,S08000020,,N101H,,Elective Inpatients,, ,:,0,5, ,z,0,5, ,z
1537,2018Q2,,S08000019,,S08000019,d,Elective Inpatients,,3,,155,284,1.83225806451613,,160,884,5.525,
1538,2018Q3,,S08000019,,S08000019,d,Elective Inpatients,,3,,136,276,2.02941176470588,,135,385,2.85185185185185,
1539,2018Q4,,S08000019,,S08000019,d,Elective Inpatients,,3,,167,278,1.66467065868263,,170,441,2.59411764705882,
1540,2019Q1,,S08000019,,S08000019,d,Elective Inpatients,,3,,156,299,1.91666666666667,,160,604,3.775,
1541,2019Q2,,S08000019,,S08000019,d,Elective Inpatients,,3,,169,284,1.68047337278107,,172,433,2.51744186046512,
1542,2019Q3,,S08000019,,S08000019,d,Elective Inpatients,,3,,157,260,1.65605095541401,,159,325,2.0440251572327,
1543,2019Q4,,S08000019,,S08000019,d,Elective Inpatients,,3,,170,273,1.60588235294118,,170,329,1.93529411764706,
1544,2020Q1,,S08000019,,S08000019,d,Elective Inpatients,,3,,158,231,1.4620253164557,,163,332,2.03680981595092,
1545,2020Q2,,S08000019,,S08000019,d,Elective Inpatients,,3,,30,44,1.46666666666667,,30,59,1.96666666666667,
1546,2020Q3,,S08000019,,S08000019,d,Elective Inpatients,,3,,115,205,1.78260869565217,,113,227,2.00884955752212,
1547,2020Q4,,S08000019,,S08000019,d,Elective Inpatients,,3,,149,222,1.48993288590604,,152,275,1.80921052631579,
1548,2021Q1,,S08000019,,S08000019,d,Elective Inpatients,,3,,97,204,2.10309278350515,,96,211,2.19791666666667,
1549,2021Q2,p,S08000019,,S08000019,d,Elective Inpatients,,3,,164,349,2.1280487804878,,164,367,2.23780487804878,
1550,2016Q2,,S08000019,,S08000019,d,Elective Inpatients,,4,,129,281,2.17829457364341,,130,336,2.58461538461538,
1551,2016Q3,,S08000019,,S08000019,d,Elective Inpatients,,4,,138,258,1.8695652173913,,140,337,2.40714285714286,
1552,2016Q4,,S08000019,,S08000019,d,Elective Inpatients,,4,,127,336,2.64566929133858,,130,477,3.66923076923077,
1553,2017Q1,,S08000019,,S08000019,d,Elective Inpatients,,4,,130,226,1.73846153846154,,130,363,2.79230769230769,
1554,2017Q2,,S08000019,,S08000019,d,Elective Inpatients,,4,,147,245,1.66666666666667,,150,360,2.4,
1555,2017Q3,,S08000019,,S08000019,d,Elective Inpatients,,4,,126,198,1.57142857142857,,126,304,2.41269841269841,
1556,2017Q4,,S08000019,,S08000019,d,Elective Inpatients,,4,,118,249,2.11016949152542,,124,450,3.62903225806452,
1557,2018Q1,,S08000019,,S08000019,d,Elective Inpatients,,4,,130,209,1.60769230769231,,130,362,2.78461538461538,
1558,2018Q2,,S08000019,,S08000019,d,Elective Inpatients,,4,,116,254,2.18965517241379,,120,323,2.69166666666667,
1559,2018Q3,,S08000019,,S08000019,d,Elective Inpatients,,4,,108,199,1.84259259259259,,105,211,2.00952380952381,
1560,2018Q4,,S08000019,,S08000019,d,Elective Inpatients,,4,,136,374,2.75,,136,501,3.68382352941176,
1561,2019Q1,,S08000019,,S08000019,d,Elective Inpatients,,4,,142,365,2.57042253521127,,140,510,3.64285714285714,
1562,2019Q2,,S08000019,,S08000019,d,Elective Inpatients,,4,,164,237,1.44512195121951,,169,396,2.34319526627219,
1563,2019Q3,,S08000019,,S08000019,d,Elective Inpatients,,4,,150,251,1.67333333333333,,151,312,2.06622516556291,
1564,2019Q4,,S08000019,,S08000019,d,Elective Inpatients,,4,,154,285,1.85064935064935,,156,336,2.15384615384615,
1565,2020Q1,,S08000019,,S08000019,d,Elective Inpatients,,4,,121,196,1.6198347107438,,125,221,1.768,
1566,2020Q2,,S08000019,,S08000019,d,Elective Inpatients,,4,,35,60,1.71428571428571,,36,68,1.88888888888889,
1567,2020Q3,,S08000019,,S08000019,d,Elective Inpatients,,4,,120,259,2.15833333333333,,120,290,2.41666666666667,
1568,2020Q4,,S08000019,,S08000019,d,Elective Inpatients,,4,,126,240,1.9047619047619,,126,245,1.94444444444444,
1569,2021Q1,,S08000019,,S08000019,d,Elective Inpatients,,4,,75,119,1.58666666666667,,78,165,2.11538461538462,
1570,2021Q2,p,S08000019,,S08000019,d,Elective Inpatients,,4,,134,256,1.91044776119403,,137,290,2.11678832116788,
1571,2016Q2,,S08000019,,S08000019,d,Elective Inpatients,,5,,124,247,1.99193548387097,,125,394,3.152,
1572,2016Q3,,S08000019,,S08000019,d,Elective Inpatients,,5,,142,240,1.69014084507042,,145,376,2.59310344827586,
1573,2016Q4,,S08000019,,S08000019,d,Elective Inpatients,,5,,107,147,1.37383177570093,,110,282,2.56363636363636,
1574,2017Q1,,S08000019,,S08000019,d,Elective Inpatients,,5,,127,260,2.04724409448819,,125,288,2.304,
