id,week_ending,hb,hbqf,admission_type,admission_type_qf,specialty,specialty_qf,number_admissions,average20182019,percent_variation
4034,20200809,S08000019,,All,d,Medical (excl. Cardiology & Cancer),,375,590.5,-36.5
4035,20200809,S08000019,,All,d,Medical (incl. Cardiology & Cancer),,382,608,-37.2
4036,20200809,S08000019,,All,d,Paediatrics (medical & surgical),,53,89,-40.4
4037,20200809,S08000019,,All,d,Paediatrics (medical),,53,89,-40.4
4038,20200809,S08000019,,All,d,Surgery,,153,266,-42.5
4039,20200809,S08000020,,All,d,Accident & Emergency,,24,58.5,-59
4040,20200809,S08000020,,All,d,All,d,1057,1281,-17.5
4041,20200809,S08000020,,All,d,Cancer,,29,31.5,-7.9
4042,20200809,S08000020,,All,d,Cardiology,,43,29.5,45.8
4043,20200809,S08000020,,All,d,Community,,40,51,-21.6
4044,20200809,S08000020,,All,d,Gynaecology,,11,25.5,-56.9
4045,20200809,S08000020,,All,d,Medical (excl. Cardiology & Cancer),,453,497.5,-8.9
4084,20200809,S08000028,,All,d,Surgery,,20,26.5,-24.5
4046,20200809,S08000020,,All,d,Medical (incl. Cardiology & Cancer),,525,558.5,-6
4047,20200809,S08000020,,All,d,Paediatrics (medical & surgical),,91,90,1.1
4048,20200809,S08000020,,All,d,Paediatrics (medical),,77,74.5,3.4
4049,20200809,S08000020,,All,d,Paediatrics (surgical),,14,15.5,-9.7
4050,20200809,S08000020,,All,d,Surgery,,366,496.5,-26.3
4051,20200809,S08000022,,All,d,All,d,626,779,-19.6
4052,20200809,S08000022,,All,d,Cardiology,,12,12.5,-4
4053,20200809,S08000022,,All,d,Community,,60,100,-40
4054,20200809,S08000022,,All,d,Gynaecology,,11,21,-47.6
4055,20200809,S08000022,,All,d,Medical (excl. Cardiology & Cancer),,319,345.5,-7.7
4056,20200809,S08000022,,All,d,Medical (incl. Cardiology & Cancer),,334,376.5,-11.3
4057,20200809,S08000022,,All,d,Paediatrics (medical & surgical),,40,53,-24.5
4058,20200809,S08000022,,All,d,Paediatrics (medical),,39,52.5,-25.7
4059,20200809,S08000022,,All,d,Surgery,,180,228.5,-21.2
4060,20200809,S08000024,,All,d,Accident & Emergency,,232,120.5,92.5
4061,20200809,S08000024,,All,d,All,d,2052,2215,-7.4
4062,20200809,S08000024,,All,d,Cancer,,131,88,48.9
4063,20200809,S08000024,,All,d,Cardiology,,61,81.5,-25.2
4064,20200809,S08000024,,All,d,Community,,9,0,8000
4065,20200809,S08000024,,All,d,Gynaecology,,42,65,-35.4
4066,20200809,S08000024,,All,d,Medical (excl. Cardiology & Cancer),,889,969.5,-8.3
4067,20200809,S08000024,,All,d,Medical (incl. Cardiology & Cancer),,1081,1139,-5.1
4068,20200809,S08000024,,All,d,Paediatrics (medical & surgical),,104,118,-11.9
4069,20200809,S08000024,,All,d,Paediatrics (medical),,86,97.5,-11.8
4070,20200809,S08000024,,All,d,Paediatrics (surgical),,18,20.5,-12.2
4071,20200809,S08000024,,All,d,Surgery,,584,772,-24.4
4072,20200809,S08000025,,All,d,All,d,27,46,-41.3
4073,20200809,S08000025,,All,d,Medical (excl. Cardiology & Cancer),,17,23,-26.1
4074,20200809,S08000025,,All,d,Medical (incl. Cardiology & Cancer),,17,23,-26.1
4075,20200809,S08000025,,All,d,Surgery,,10,22,-54.5
4076,20200809,S08000026,,All,d,All,d,32,35,-8.6
4077,20200809,S08000026,,All,d,Medical (excl. Cardiology & Cancer),,21,20,5
4078,20200809,S08000026,,All,d,Medical (incl. Cardiology & Cancer),,21,20,5
4079,20200809,S08000026,,All,d,Surgery,,11,15,-26.7
4080,20200809,S08000028,,All,d,All,d,73,76,-3.9
4081,20200809,S08000028,,All,d,Community,,8,11.5,-30.4
4082,20200809,S08000028,,All,d,Medical (excl. Cardiology & Cancer),,41,36,13.9
4083,20200809,S08000028,,All,d,Medical (incl. Cardiology & Cancer),,41,36,13.9
4085,20200809,S08000029,,All,d,Accident & Emergency,,79,66,19.7
4086,20200809,S08000029,,All,d,All,d,818,917.5,-10.8
4087,20200809,S08000029,,All,d,Cardiology,,27,31,-12.9
4088,20200809,S08000029,,All,d,Community,,16,13,23.1
4089,20200809,S08000029,,All,d,Gynaecology,,44,30,46.7
4090,20200809,S08000029,,All,d,Medical (excl. Cardiology & Cancer),,376,433.5,-13.3
4091,20200809,S08000029,,All,d,Medical (incl. Cardiology & Cancer),,404,464.5,-13
4092,20200809,S08000029,,All,d,Paediatrics (medical & surgical),,39,71,-45.1
4093,20200809,S08000029,,All,d,Paediatrics (medical),,39,71,-45.1
4094,20200809,S08000029,,All,d,Surgery,,236,273,-13.6
4095,20200809,S08000030,,All,d,Accident & Emergency,,79,68,16.2
4096,20200809,S08000030,,All,d,All,d,1072,1166.5,-8.1
4097,20200809,S08000030,,All,d,Cancer,,17,24,-29.2
4098,20200809,S08000030,,All,d,Cardiology,,28,28.5,-1.8
4099,20200809,S08000030,,All,d,Community,,5,20,-75
4100,20200809,S08000030,,All,d,Gynaecology,,27,41.5,-34.9
4101,20200809,S08000030,,All,d,Medical (excl. Cardiology & Cancer),,546,498,9.6
4102,20200809,S08000030,,All,d,Medical (incl. Cardiology & Cancer),,591,550.5,7.4
4103,20200809,S08000030,,All,d,Paediatrics (medical & surgical),,87,106,-17.9
4104,20200809,S08000030,,All,d,Paediatrics (medical),,87,103.5,-15.9
4105,20200809,S08000030,,All,d,Surgery,,283,380,-25.5
4106,20200809,S08000031,,All,d,Accident & Emergency,,31,45.5,-31.9
4107,20200809,S08000031,,All,d,All,d,3313,3946,-16
4108,20200809,S08000031,,All,d,Cancer,,76,84.5,-10.1
4109,20200809,S08000031,,All,d,Cardiology,,106,145.5,-27.1
4110,20200809,S08000031,,All,d,Gynaecology,,99,131.5,-24.7
4111,20200809,S08000031,,All,d,Medical (excl. Cardiology & Cancer),,1702,1845.5,-7.8
4112,20200809,S08000031,,All,d,Medical (incl. Cardiology & Cancer),,1884,2075.5,-9.2
4113,20200809,S08000031,,All,d,Paediatrics (medical & surgical),,195,214,-8.9
4114,20200809,S08000031,,All,d,Paediatrics (medical),,161,181,-11
4115,20200809,S08000031,,All,d,Paediatrics (surgical),,34,33,3
4116,20200809,S08000031,,All,d,Surgery,,1104,1476.5,-25.2
4117,20200809,S08000032,,All,d,Accident & Emergency,,10,4,150
4118,20200809,S08000032,,All,d,All,d,1399,1639.5,-14.7
4119,20200809,S08000032,,All,d,Cardiology,,102,79,29.1
4120,20200809,S08000032,,All,d,Gynaecology,,14,36,-61.1
4121,20200809,S08000032,,All,d,Medical (excl. Cardiology & Cancer),,780,854,-8.7
4122,20200809,S08000032,,All,d,Medical (incl. Cardiology & Cancer),,882,933.5,-5.5
4123,20200809,S08000032,,All,d,Paediatrics (medical & surgical),,145,184,-21.2
4124,20200809,S08000032,,All,d,Paediatrics (medical),,145,184,-21.2
4125,20200809,S08000032,,All,d,Surgery,,348,482,-27.8
4126,20200809,S92000003,d,All,d,Accident & Emergency,,475,400.5,18.6
4127,20200809,S92000003,d,All,d,All,d,12584,14872,-15.4
4128,20200809,S92000003,d,All,d,Cancer,,257,247.5,3.8
4129,20200809,S92000003,d,All,d,Cardiology,,415,459,-9.6
4130,20200809,S92000003,d,All,d,Community,,174,235,-26
4131,20200809,S92000003,d,All,d,Gynaecology,,294,418.5,-29.7
4132,20200809,S92000003,d,All,d,Medical (excl. Cardiology & Cancer),,6402,7038.5,-9
4133,20200809,S92000003,d,All,d,Medical (incl. Cardiology & Cancer),,7074,7745,-8.7
4134,20200809,S92000003,d,All,d,Paediatrics (medical & surgical),,862,1080.5,-20.2
4135,20200809,S92000003,d,All,d,Paediatrics (medical),,795,1008.5,-21.2
4136,20200809,S92000003,d,All,d,Paediatrics (surgical),,67,72,-6.9
4137,20200809,S92000003,d,All,d,Surgery,,3704,4987,-25.7
4138,20200816,S08000015,,All,d,Accident & Emergency,,10,24,-58.3
4139,20200816,S08000015,,All,d,All,d,989,1092.5,-9.5
4140,20200816,S08000015,,All,d,Cardiology,,14,14.5,-3.4
4141,20200816,S08000015,,All,d,Medical (excl. Cardiology & Cancer),,599,625.5,-4.2
4142,20200816,S08000015,,All,d,Medical (incl. Cardiology & Cancer),,614,640,-4.1
4143,20200816,S08000015,,All,d,Paediatrics (medical & surgical),,77,101,-23.8
4144,20200816,S08000015,,All,d,Paediatrics (medical),,77,101,-23.8
4145,20200816,S08000015,,All,d,Surgery,,288,327.5,-12.1
4146,20200816,S08000016,,All,d,All,d,201,247,-18.6
4147,20200816,S08000016,,All,d,Cardiology,,9,11,-18.2
4148,20200816,S08000016,,All,d,Community,,18,14,28.6
4149,20200816,S08000016,,All,d,Medical (excl. Cardiology & Cancer),,116,128,-9.4
4150,20200816,S08000016,,All,d,Medical (incl. Cardiology & Cancer),,125,139,-10.1
4151,20200816,S08000016,,All,d,Paediatrics (medical & surgical),,21,25.5,-17.6
4152,20200816,S08000016,,All,d,Paediatrics (medical),,21,25.5,-17.6
4153,20200816,S08000016,,All,d,Surgery,,37,68.5,-46
4154,20200816,S08000017,,All,d,All,d,358,401.5,-10.8
4155,20200816,S08000017,,All,d,Cardiology,,5,7,-28.6
4156,20200816,S08000017,,All,d,Community,,20,29.5,-32.2
4157,20200816,S08000017,,All,d,Gynaecology,,10,16.5,-39.4
4158,20200816,S08000017,,All,d,Medical (excl. Cardiology & Cancer),,185,188.5,-1.9
4159,20200816,S08000017,,All,d,Medical (incl. Cardiology & Cancer),,190,195.5,-2.8
4273,20200823,S08000015,,All,d,Cardiology,,8,20.5,-61
4160,20200816,S08000017,,All,d,Paediatrics (medical & surgical),,24,35,-31.4
4161,20200816,S08000017,,All,d,Paediatrics (medical),,24,35,-31.4
4162,20200816,S08000017,,All,d,Surgery,,114,124.5,-8.4
4163,20200816,S08000019,,All,d,Accident & Emergency,,7,12.5,-44
4164,20200816,S08000019,,All,d,All,d,639,1120,-42.9
4165,20200816,S08000019,,All,d,Cardiology,,9,7,28.6
4166,20200816,S08000019,,All,d,Gynaecology,,26,41.5,-37.3
4167,20200816,S08000019,,All,d,Medical (excl. Cardiology & Cancer),,405,656.5,-38.3
4168,20200816,S08000019,,All,d,Medical (incl. Cardiology & Cancer),,414,663.5,-37.6
4169,20200816,S08000019,,All,d,Paediatrics (medical & surgical),,46,97,-52.6
4170,20200816,S08000019,,All,d,Paediatrics (medical),,46,96.5,-52.3
4171,20200816,S08000019,,All,d,Surgery,,146,305.5,-52.2
4172,20200816,S08000020,,All,d,Accident & Emergency,,17,63.5,-73.2
4173,20200816,S08000020,,All,d,All,d,1125,1338.5,-16
4174,20200816,S08000020,,All,d,Cancer,,29,30,-3.3
4175,20200816,S08000020,,All,d,Cardiology,,35,34.5,1.4
4176,20200816,S08000020,,All,d,Community,,39,47.5,-17.9
4177,20200816,S08000020,,All,d,Gynaecology,,20,34.5,-42
4178,20200816,S08000020,,All,d,Medical (excl. Cardiology & Cancer),,517,532,-2.8
4179,20200816,S08000020,,All,d,Medical (incl. Cardiology & Cancer),,581,596.5,-2.6
4180,20200816,S08000020,,All,d,Paediatrics (medical & surgical),,78,93,-16.1
4181,20200816,S08000020,,All,d,Paediatrics (medical),,72,79.5,-9.4
4182,20200816,S08000020,,All,d,Paediatrics (surgical),,6,13.5,-55.6
4183,20200816,S08000020,,All,d,Surgery,,390,503,-22.5
4184,20200816,S08000022,,All,d,All,d,658,807.5,-18.5
4185,20200816,S08000022,,All,d,Cardiology,,10,10,0
4186,20200816,S08000022,,All,d,Community,,73,88.5,-17.5
4187,20200816,S08000022,,All,d,Gynaecology,,28,26.5,5.7
4188,20200816,S08000022,,All,d,Medical (excl. Cardiology & Cancer),,319,333.5,-4.3
4189,20200816,S08000022,,All,d,Medical (incl. Cardiology & Cancer),,332,349.5,-5
4190,20200816,S08000022,,All,d,Paediatrics (medical & surgical),,44,53.5,-17.8
4191,20200816,S08000022,,All,d,Paediatrics (medical),,44,53.5,-17.8
4192,20200816,S08000022,,All,d,Surgery,,181,289.5,-37.5
4193,20200816,S08000024,,All,d,Accident & Emergency,,211,134,57.5
4194,20200816,S08000024,,All,d,All,d,2057,2248,-8.5
4195,20200816,S08000024,,All,d,Cancer,,107,87,23
4196,20200816,S08000024,,All,d,Cardiology,,76,85.5,-11.1
4197,20200816,S08000024,,All,d,Community,,7,0,8000
4198,20200816,S08000024,,All,d,Gynaecology,,45,56,-19.6
4199,20200816,S08000024,,All,d,Medical (excl. Cardiology & Cancer),,863,947,-8.9
4200,20200816,S08000024,,All,d,Medical (incl. Cardiology & Cancer),,1046,1119.5,-6.6
4201,20200816,S08000024,,All,d,Paediatrics (medical & surgical),,137,153.5,-10.7
4202,20200816,S08000024,,All,d,Paediatrics (medical),,112,129,-13.2
4203,20200816,S08000024,,All,d,Paediatrics (surgical),,25,24.5,2
4204,20200816,S08000024,,All,d,Surgery,,611,785,-22.2
4205,20200816,S08000025,,All,d,All,d,37,34,8.8
4206,20200816,S08000025,,All,d,Medical (excl. Cardiology & Cancer),,22,18.5,18.9
4207,20200816,S08000025,,All,d,Medical (incl. Cardiology & Cancer),,22,19,15.8
4208,20200816,S08000025,,All,d,Surgery,,13,14,-7.1
4209,20200816,S08000026,,All,d,All,d,39,42,-7.1
4210,20200816,S08000026,,All,d,Medical (excl. Cardiology & Cancer),,21,20,5
4211,20200816,S08000026,,All,d,Medical (incl. Cardiology & Cancer),,21,20,5
4212,20200816,S08000026,,All,d,Surgery,,18,22,-18.2
4213,20200816,S08000028,,All,d,All,d,55,81.5,-32.5
4214,20200816,S08000028,,All,d,Community,,7,19.5,-64.1
4215,20200816,S08000028,,All,d,Medical (excl. Cardiology & Cancer),,25,31.5,-20.6
4216,20200816,S08000028,,All,d,Medical (incl. Cardiology & Cancer),,25,31.5,-20.6
4217,20200816,S08000028,,All,d,Surgery,,19,26,-26.9
4218,20200816,S08000029,,All,d,Accident & Emergency,,71,58,22.4
4219,20200816,S08000029,,All,d,All,d,819,896,-8.6
4220,20200816,S08000029,,All,d,Cardiology,,21,35,-40
4221,20200816,S08000029,,All,d,Community,,15,8,87.5
4222,20200816,S08000029,,All,d,Gynaecology,,31,37,-16.2
4223,20200816,S08000029,,All,d,Medical (excl. Cardiology & Cancer),,403,428.5,-6
4224,20200816,S08000029,,All,d,Medical (incl. Cardiology & Cancer),,425,463.5,-8.3
4225,20200816,S08000029,,All,d,Paediatrics (medical & surgical),,50,69,-27.5
4226,20200816,S08000029,,All,d,Paediatrics (medical),,50,69,-27.5
4227,20200816,S08000029,,All,d,Surgery,,227,260.5,-12.9
4228,20200816,S08000030,,All,d,Accident & Emergency,,77,71.5,7.7
4229,20200816,S08000030,,All,d,All,d,1132,1224.5,-7.6
4230,20200816,S08000030,,All,d,Cancer,,20,23.5,-14.9
4231,20200816,S08000030,,All,d,Cardiology,,38,31.5,20.6
4232,20200816,S08000030,,All,d,Community,,5,15,-66.7
4233,20200816,S08000030,,All,d,Gynaecology,,26,37,-29.7
4234,20200816,S08000030,,All,d,Medical (excl. Cardiology & Cancer),,555,537.5,3.3
4235,20200816,S08000030,,All,d,Medical (incl. Cardiology & Cancer),,613,592.5,3.5
4387,20200823,S08000032,,All,d,Gynaecology,,28,47,-40.4
4236,20200816,S08000030,,All,d,Paediatrics (medical & surgical),,84,108,-22.2
4237,20200816,S08000030,,All,d,Paediatrics (medical),,83,107,-22.4
4238,20200816,S08000030,,All,d,Surgery,,327,400.5,-18.4
4239,20200816,S08000031,,All,d,Accident & Emergency,,50,46.5,7.5
4240,20200816,S08000031,,All,d,All,d,3442,4010.5,-14.2
4241,20200816,S08000031,,All,d,Cancer,,74,82,-9.8
4242,20200816,S08000031,,All,d,Cardiology,,110,166,-33.7
4243,20200816,S08000031,,All,d,Gynaecology,,96,138.5,-30.7
4244,20200816,S08000031,,All,d,Medical (excl. Cardiology & Cancer),,1716,1877.5,-8.6
4245,20200816,S08000031,,All,d,Medical (incl. Cardiology & Cancer),,1900,2125.5,-10.6
4246,20200816,S08000031,,All,d,Paediatrics (medical & surgical),,256,234.5,9.2
4247,20200816,S08000031,,All,d,Paediatrics (medical),,200,197.5,1.3
4248,20200816,S08000031,,All,d,Paediatrics (surgical),,56,37,51.4
4249,20200816,S08000031,,All,d,Surgery,,1140,1464,-22.1
4250,20200816,S08000032,,All,d,Accident & Emergency,,12,5.5,118.2
7751,20210221,S08000030,,All,d,Accident & Emergency,,65,69,-5.8
7752,20210221,S08000030,,All,d,All,d,1064,1283.5,-17.1
7753,20210221,S08000030,,All,d,Cancer,,18,19.5,-7.7
7754,20210221,S08000030,,All,d,Cardiology,,44,28.5,54.4
7755,20210221,S08000030,,All,d,Gynaecology,,25,46.5,-46.2
7756,20210221,S08000030,,All,d,Medical (excl. Cardiology & Cancer),,532,537.5,-1
7757,20210221,S08000030,,All,d,Medical (incl. Cardiology & Cancer),,594,585.5,1.5
7758,20210221,S08000030,,All,d,Paediatrics (medical & surgical),,78,156.5,-50.2
7759,20210221,S08000030,,All,d,Paediatrics (medical),,76,156.5,-51.4
7760,20210221,S08000030,,All,d,Surgery,,301,408.5,-26.3
7761,20210221,S08000031,,All,d,Accident & Emergency,,27,31.5,-14.3
7762,20210221,S08000031,,All,d,All,d,3297,4122.5,-20
7763,20210221,S08000031,,All,d,Cancer,,73,88.5,-17.5
7764,20210221,S08000031,,All,d,Cardiology,,127,156.5,-18.8
7765,20210221,S08000031,,All,d,Gynaecology,,87,148.5,-41.4
7766,20210221,S08000031,,All,d,Medical (excl. Cardiology & Cancer),,1796,1953.5,-8.1
7767,20210221,S08000031,,All,d,Medical (incl. Cardiology & Cancer),,1996,2198.5,-9.2
7768,20210221,S08000031,,All,d,Paediatrics (medical & surgical),,198,285,-30.5
7769,20210221,S08000031,,All,d,Paediatrics (medical),,165,251.5,-34.4
7770,20210221,S08000031,,All,d,Paediatrics (surgical),,33,33.5,-1.5
7771,20210221,S08000031,,All,d,Surgery,,988,1456.5,-32.2
7772,20210221,S08000032,,All,d,Accident & Emergency,,11,4.5,144.4
7773,20210221,S08000032,,All,d,All,d,1434,1766.5,-18.8
4274,20200823,S08000015,,All,d,Medical (excl. Cardiology & Cancer),,622,612,1.6
4275,20200823,S08000015,,All,d,Medical (incl. Cardiology & Cancer),,630,632.5,-0.4
4276,20200823,S08000015,,All,d,Paediatrics (medical & surgical),,80,107.5,-25.6
4277,20200823,S08000015,,All,d,Paediatrics (medical),,80,107.5,-25.6
4278,20200823,S08000015,,All,d,Surgery,,301,310,-2.9
4279,20200823,S08000016,,All,d,All,d,224,266.5,-15.9
4280,20200823,S08000016,,All,d,Cardiology,,11,7,57.1
4281,20200823,S08000016,,All,d,Community,,13,16.5,-21.2
4282,20200823,S08000016,,All,d,Medical (excl. Cardiology & Cancer),,125,131.5,-4.9
4283,20200823,S08000016,,All,d,Medical (incl. Cardiology & Cancer),,136,138.5,-1.8
4284,20200823,S08000016,,All,d,Paediatrics (medical & surgical),,23,24,-4.2
4285,20200823,S08000016,,All,d,Paediatrics (medical),,23,24,-4.2
4286,20200823,S08000016,,All,d,Surgery,,52,87.5,-40.6
4287,20200823,S08000017,,All,d,All,d,392,401.5,-2.4
4288,20200823,S08000017,,All,d,Cardiology,,8,4,100
4289,20200823,S08000017,,All,d,Community,,16,34.5,-53.6
4290,20200823,S08000017,,All,d,Gynaecology,,10,14.5,-31
4291,20200823,S08000017,,All,d,Medical (excl. Cardiology & Cancer),,198,186,6.5
4292,20200823,S08000017,,All,d,Medical (incl. Cardiology & Cancer),,206,190,8.4
4293,20200823,S08000017,,All,d,Paediatrics (medical & surgical),,41,34,20.6
4294,20200823,S08000017,,All,d,Paediatrics (medical),,41,34,20.6
4295,20200823,S08000017,,All,d,Surgery,,119,128.5,-7.4
4296,20200823,S08000019,,All,d,Accident & Emergency,,6,13.5,-55.6
4297,20200823,S08000019,,All,d,All,d,719,1075.5,-33.1
4298,20200823,S08000019,,All,d,Gynaecology,,20,42,-52.4
4299,20200823,S08000019,,All,d,Medical (excl. Cardiology & Cancer),,418,625.5,-33.2
4300,20200823,S08000019,,All,d,Medical (incl. Cardiology & Cancer),,422,632,-33.2
4301,20200823,S08000019,,All,d,Paediatrics (medical & surgical),,89,110,-19.1
4302,20200823,S08000019,,All,d,Paediatrics (medical),,89,110,-19.1
4303,20200823,S08000019,,All,d,Surgery,,182,278,-34.5
4304,20200823,S08000020,,All,d,Accident & Emergency,,23,65,-64.6
4305,20200823,S08000020,,All,d,All,d,1201,1339,-10.3
4306,20200823,S08000020,,All,d,Cancer,,25,31.5,-20.6
4307,20200823,S08000020,,All,d,Cardiology,,43,34.5,24.6
4308,20200823,S08000020,,All,d,Community,,29,50,-42
4309,20200823,S08000020,,All,d,Gynaecology,,15,30.5,-50.8
4310,20200823,S08000020,,All,d,Medical (excl. Cardiology & Cancer),,521,504.5,3.3
4463,20200830,S08000024,,All,d,Cancer,,110,96.5,14
4311,20200823,S08000020,,All,d,Medical (incl. Cardiology & Cancer),,589,570.5,3.2
4312,20200823,S08000020,,All,d,Paediatrics (medical & surgical),,131,88,48.9
4313,20200823,S08000020,,All,d,Paediatrics (medical),,111,73.5,51
4314,20200823,S08000020,,All,d,Paediatrics (surgical),,20,14.5,37.9
4315,20200823,S08000020,,All,d,Surgery,,414,535,-22.6
4316,20200823,S08000022,,All,d,All,d,696,834,-16.5
4317,20200823,S08000022,,All,d,Cancer,,5,10.5,-52.4
4318,20200823,S08000022,,All,d,Cardiology,,11,13.5,-18.5
4319,20200823,S08000022,,All,d,Community,,74,105,-29.5
4320,20200823,S08000022,,All,d,Gynaecology,,17,25.5,-33.3
4321,20200823,S08000022,,All,d,Medical (excl. Cardiology & Cancer),,306,336,-8.9
4322,20200823,S08000022,,All,d,Medical (incl. Cardiology & Cancer),,322,360,-10.6
4323,20200823,S08000022,,All,d,Paediatrics (medical & surgical),,71,55.5,27.9
4324,20200823,S08000022,,All,d,Paediatrics (medical),,71,55.5,27.9
4325,20200823,S08000022,,All,d,Surgery,,212,288,-26.4
4326,20200823,S08000024,,All,d,Accident & Emergency,,251,145,73.1
4327,20200823,S08000024,,All,d,All,d,2264,2264.5,0
4328,20200823,S08000024,,All,d,Cancer,,119,102,16.7
4329,20200823,S08000024,,All,d,Cardiology,,76,81,-6.2
4330,20200823,S08000024,,All,d,Community,,6,0,8000
4331,20200823,S08000024,,All,d,Gynaecology,,47,67.5,-30.4
4332,20200823,S08000024,,All,d,Medical (excl. Cardiology & Cancer),,940,936,0.4
4333,20200823,S08000024,,All,d,Medical (incl. Cardiology & Cancer),,1135,1119,1.4
4334,20200823,S08000024,,All,d,Paediatrics (medical & surgical),,162,145.5,11.3
4335,20200823,S08000024,,All,d,Paediatrics (medical),,138,127.5,8.2
4336,20200823,S08000024,,All,d,Paediatrics (surgical),,24,18,33.3
4337,20200823,S08000024,,All,d,Surgery,,663,787.5,-15.8
4338,20200823,S08000025,,All,d,All,d,42,39,7.7
4339,20200823,S08000025,,All,d,Medical (excl. Cardiology & Cancer),,23,27.5,-16.4
4340,20200823,S08000025,,All,d,Medical (incl. Cardiology & Cancer),,23,27.5,-16.4
4341,20200823,S08000025,,All,d,Surgery,,18,11,63.6
4342,20200823,S08000026,,All,d,All,d,48,46.5,3.2
4343,20200823,S08000026,,All,d,Medical (excl. Cardiology & Cancer),,29,26.5,9.4
4344,20200823,S08000026,,All,d,Medical (incl. Cardiology & Cancer),,29,26.5,9.4
4345,20200823,S08000026,,All,d,Surgery,,19,20,-5
4346,20200823,S08000028,,All,d,All,d,65,75,-13.3
4347,20200823,S08000028,,All,d,Community,,10,9,11.1
4348,20200823,S08000028,,All,d,Medical (excl. Cardiology & Cancer),,27,31.5,-14.3
4349,20200823,S08000028,,All,d,Medical (incl. Cardiology & Cancer),,27,32,-15.6
4350,20200823,S08000028,,All,d,Paediatrics (medical & surgical),,5,5,0
