year,quarter,week_ending,hb,admission_type,specialty,number_admissions,average20182019,percent_variation
2021,3,2021-08-01,S92000003,All,Paediatrics (surgical),61,74.5,-18.1
2021,3,2021-08-01,S92000003,All,Surgery,4123,4983,-17.3
2021,3,2021-08-08,S08000015,All,Accident & Emergency,8,35,-77.1
2021,3,2021-08-08,S08000015,All,All,1003,1066.5,-6
2021,3,2021-08-08,S08000015,All,Cardiology,25,18,38.9
2021,3,2021-08-08,S08000015,All,Medical (excl. Cardiology & Cancer),618,612,1
2021,3,2021-08-08,S08000015,All,Medical (incl. Cardiology & Cancer),643,630,2.1
2021,3,2021-08-08,S08000015,All,Paediatrics (medical & surgical),89,99.5,-10.6
2021,3,2021-08-08,S08000015,All,Paediatrics (medical),89,99.5,-10.6
2021,3,2021-08-08,S08000015,All,Surgery,263,302,-12.9
2021,3,2021-08-08,S08000016,All,All,216,263.5,-18
2021,3,2021-08-08,S08000016,All,Cardiology,11,10.5,4.8
2021,3,2021-08-08,S08000016,All,Community,10,17,-41.2
2021,3,2021-08-08,S08000016,All,Medical (excl. Cardiology & Cancer),105,123.5,-15
2021,3,2021-08-08,S08000016,All,Medical (incl. Cardiology & Cancer),116,134,-13.4
2021,3,2021-08-08,S08000016,All,Paediatrics (medical & surgical),29,24,20.8
2021,3,2021-08-08,S08000016,All,Paediatrics (medical),29,24,20.8
2021,3,2021-08-08,S08000016,All,Surgery,61,88.5,-31.1
2021,3,2021-08-08,S08000017,All,All,370,392.5,-5.7
2021,3,2021-08-08,S08000017,All,Community,26,25,4
2021,3,2021-08-08,S08000017,All,Gynaecology,14,13,7.7
2021,3,2021-08-08,S08000017,All,Medical (excl. Cardiology & Cancer),181,187,-3.2
2021,3,2021-08-08,S08000017,All,Medical (incl. Cardiology & Cancer),185,194,-4.6
2021,3,2021-08-08,S08000017,All,Paediatrics (medical & surgical),38,39.5,-3.8
2021,3,2021-08-08,S08000017,All,Paediatrics (medical),38,39,-2.6
2021,3,2021-08-08,S08000017,All,Surgery,107,121,-11.6
2021,3,2021-08-08,S08000019,All,All,664,965,-31.2
2021,3,2021-08-08,S08000019,All,Gynaecology,21,38,-44.7
2021,3,2021-08-08,S08000019,All,Medical (excl. Cardiology & Cancer),384,580.5,-33.9
2021,3,2021-08-08,S08000019,All,Medical (incl. Cardiology & Cancer),388,587.5,-34
2021,3,2021-08-08,S08000019,All,Paediatrics (medical & surgical),92,88,4.5
2021,3,2021-08-08,S08000019,All,Paediatrics (medical),92,87,5.7
2021,3,2021-08-08,S08000019,All,Surgery,161,240,-32.9
2021,3,2021-08-08,S08000020,All,Accident & Emergency,31,59.5,-47.9
2021,3,2021-08-08,S08000020,All,All,1134,1280,-11.4
2021,3,2021-08-08,S08000020,All,Cancer,41,36.5,12.3
2021,3,2021-08-08,S08000020,All,Cardiology,47,35.5,32.4
2021,3,2021-08-08,S08000020,All,Community,23,52.5,-56.2
2021,3,2021-08-08,S08000020,All,Gynaecology,13,26.5,-50.9
2021,3,2021-08-08,S08000020,All,Medical (excl. Cardiology & Cancer),484,491,-1.4
2021,3,2021-08-08,S08000020,All,Medical (incl. Cardiology & Cancer),572,563,1.6
2021,3,2021-08-08,S08000020,All,Paediatrics (medical & surgical),83,97.5,-14.9
2021,3,2021-08-08,S08000020,All,Paediatrics (medical),73,82,-11
2021,3,2021-08-08,S08000020,All,Paediatrics (surgical),10,15.5,-35.5
2021,3,2021-08-08,S08000020,All,Surgery,412,479.5,-14.1
2021,3,2021-08-08,S08000022,All,All,728,772.5,-5.8
2021,3,2021-08-08,S08000022,All,Cancer,7,6.5,7.7
2021,3,2021-08-08,S08000022,All,Cardiology,7,11,-36.4
2021,3,2021-08-08,S08000022,All,Community,99,94,5.3
2021,3,2021-08-08,S08000022,All,Gynaecology,16,29,-44.8
2021,3,2021-08-08,S08000022,All,Medical (excl. Cardiology & Cancer),317,316.5,0.2
2021,3,2021-08-08,S08000022,All,Medical (incl. Cardiology & Cancer),331,334,-0.9
2021,3,2021-08-08,S08000022,All,Paediatrics (medical & surgical),66,50.5,30.7
2021,3,2021-08-08,S08000022,All,Paediatrics (medical),66,50,32
2021,3,2021-08-08,S08000022,All,Surgery,214,265,-19.2
2021,3,2021-08-08,S08000024,All,Accident & Emergency,206,127,62.2
2021,3,2021-08-08,S08000024,All,All,2107,2233,-5.6
2021,3,2021-08-08,S08000024,All,Cancer,115,91,26.4
2021,3,2021-08-08,S08000024,All,Cardiology,68,69,-1.4
2021,3,2021-08-08,S08000024,All,Gynaecology,65,64,1.6
2021,3,2021-08-08,S08000024,All,Medical (excl. Cardiology & Cancer),948,959,-1.1
2021,3,2021-08-08,S08000024,All,Medical (incl. Cardiology & Cancer),1131,1119,1.1
2021,3,2021-08-08,S08000024,All,Paediatrics (medical & surgical),120,135.5,-11.4
2021,3,2021-08-08,S08000024,All,Paediatrics (medical),104,114.5,-9.2
2021,3,2021-08-08,S08000024,All,Paediatrics (surgical),16,21,-23.8
2021,3,2021-08-08,S08000024,All,Surgery,584,786.5,-25.7
2021,3,2021-08-08,S08000025,All,All,35,33.5,4.5
2021,3,2021-08-08,S08000025,All,Medical (excl. Cardiology & Cancer),22,19,15.8
2021,3,2021-08-08,S08000025,All,Medical (incl. Cardiology & Cancer),24,19.5,23.1
2021,3,2021-08-08,S08000025,All,Surgery,11,13.5,-18.5
2021,3,2021-08-08,S08000026,All,All,40,39.5,1.3
2021,3,2021-08-08,S08000026,All,Medical (excl. Cardiology & Cancer),21,20,5
2021,3,2021-08-08,S08000026,All,Medical (incl. Cardiology & Cancer),21,20,5
2021,3,2021-08-08,S08000026,All,Surgery,19,19.5,-2.6
2021,3,2021-08-08,S08000028,All,All,76,86,-11.6
2021,3,2021-08-08,S08000028,All,Community,16,14,14.3
2021,3,2021-08-08,S08000028,All,Medical (excl. Cardiology & Cancer),34,37,-8.1
2021,3,2021-08-08,S08000028,All,Medical (incl. Cardiology & Cancer),34,37,-8.1
2021,3,2021-08-08,S08000028,All,Surgery,22,32,-31.2
2021,3,2021-08-08,S08000029,All,Accident & Emergency,65,63,3.2
2021,3,2021-08-08,S08000029,All,All,842,885,-4.9
2021,3,2021-08-08,S08000029,All,Cardiology,28,27,3.7
2021,3,2021-08-08,S08000029,All,Community,9,13.5,-33.3
2021,3,2021-08-08,S08000029,All,Gynaecology,29,28.5,1.8
2021,3,2021-08-08,S08000029,All,Medical (excl. Cardiology & Cancer),403,423,-4.7
2021,3,2021-08-08,S08000029,All,Medical (incl. Cardiology & Cancer),431,450,-4.2
2021,3,2021-08-08,S08000029,All,Paediatrics (medical & surgical),75,76,-1.3
2021,3,2021-08-08,S08000029,All,Paediatrics (medical),75,76,-1.3
2021,3,2021-08-08,S08000029,All,Surgery,233,254,-8.3
2021,3,2021-08-08,S08000030,All,Accident & Emergency,88,63,39.7
2021,3,2021-08-08,S08000030,All,All,1124,1178.5,-4.6
2021,3,2021-08-08,S08000030,All,Cancer,18,28,-35.7
2021,3,2021-08-08,S08000030,All,Cardiology,38,37,2.7
2021,3,2021-08-08,S08000030,All,Gynaecology,16,43,-62.8
2021,3,2021-08-08,S08000030,All,Medical (excl. Cardiology & Cancer),534,509.5,4.8
2021,3,2021-08-08,S08000030,All,Medical (incl. Cardiology & Cancer),590,574.5,2.7
2021,3,2021-08-08,S08000030,All,Paediatrics (medical & surgical),112,105,6.7
2021,3,2021-08-08,S08000030,All,Paediatrics (medical),110,104.5,5.3
2021,3,2021-08-08,S08000030,All,Surgery,314,375.5,-16.4
2021,3,2021-08-08,S08000031,All,Accident & Emergency,43,40,7.5
2021,3,2021-08-08,S08000031,All,All,3574,4031,-11.3
2021,3,2021-08-08,S08000031,All,Cancer,99,86,15.1
2021,3,2021-08-08,S08000031,All,Cardiology,120,158,-24.1
2021,3,2021-08-08,S08000031,All,Gynaecology,118,131,-9.9
2021,3,2021-08-08,S08000031,All,Medical (excl. Cardiology & Cancer),1775,1926,-7.8
2021,3,2021-08-08,S08000031,All,Medical (incl. Cardiology & Cancer),1994,2170,-8.1
2021,3,2021-08-08,S08000031,All,Paediatrics (medical & surgical),225,233.5,-3.6
2021,3,2021-08-08,S08000031,All,Paediatrics (medical),198,191,3.7
2021,3,2021-08-08,S08000031,All,Paediatrics (surgical),27,42.5,-36.5
2021,3,2021-08-08,S08000031,All,Surgery,1194,1454,-17.9
2021,3,2021-08-08,S08000032,All,Accident & Emergency,6,4.5,33.3
2021,3,2021-08-08,S08000032,All,All,1591,1687.5,-5.7
2021,3,2021-08-08,S08000032,All,Cardiology,81,82,-1.2
2021,3,2021-08-08,S08000032,All,Gynaecology,31,40.5,-23.5
2021,3,2021-08-08,S08000032,All,Medical (excl. Cardiology & Cancer),923,880.5,4.8
2021,3,2021-08-08,S08000032,All,Medical (incl. Cardiology & Cancer),1004,963.5,4.2
2021,3,2021-08-08,S08000032,All,Paediatrics (medical & surgical),162,178,-9
2021,3,2021-08-08,S08000032,All,Paediatrics (medical),162,178,-9
2021,3,2021-08-08,S08000032,All,Surgery,388,501,-22.6
2021,3,2021-08-08,S92000003,All,Accident & Emergency,449,403.5,11.3
2021,3,2021-08-08,S92000003,All,All,13504,14914,-9.5
2021,3,2021-08-08,S92000003,All,Cancer,282,249.5,13
2021,3,2021-08-08,S92000003,All,Cardiology,433,462,-6.3
2021,3,2021-08-08,S92000003,All,Community,188,232.5,-19.1
2021,3,2021-08-08,S92000003,All,Gynaecology,324,414.5,-21.8
2021,3,2021-08-08,S92000003,All,Medical (excl. Cardiology & Cancer),6749,7084.5,-4.7
2021,3,2021-08-08,S92000003,All,Medical (incl. Cardiology & Cancer),7464,7796,-4.3
2021,3,2021-08-08,S92000003,All,Paediatrics (medical & surgical),1094,1129.5,-3.1
2021,3,2021-08-08,S92000003,All,Paediatrics (medical),1039,1048,-0.9
2021,3,2021-08-08,S92000003,All,Paediatrics (surgical),55,81.5,-32.5
2021,3,2021-08-08,S92000003,All,Surgery,3983,4932,-19.2
2021,3,2021-08-15,S08000015,All,Accident & Emergency,5,22,-77.3
2021,3,2021-08-15,S08000015,All,All,1026,1076.5,-4.7
2021,3,2021-08-15,S08000015,All,Cardiology,17,22,-22.7
2021,3,2021-08-15,S08000015,All,Medical (excl. Cardiology & Cancer),627,604,3.8
2021,3,2021-08-15,S08000015,All,Medical (incl. Cardiology & Cancer),644,626,2.9
2021,3,2021-08-15,S08000015,All,Paediatrics (medical & surgical),112,97.5,14.9
2021,3,2021-08-15,S08000015,All,Paediatrics (medical),112,97.5,14.9
2021,3,2021-08-15,S08000015,All,Surgery,265,331,-19.9
2021,3,2021-08-15,S08000016,All,All,211,267.5,-21.1
2021,3,2021-08-15,S08000016,All,Cardiology,5,6.5,-23.1
2021,3,2021-08-15,S08000016,All,Community,17,14,21.4
2021,3,2021-08-15,S08000016,All,Medical (excl. Cardiology & Cancer),102,132.5,-23
2021,3,2021-08-15,S08000016,All,Medical (incl. Cardiology & Cancer),107,139,-23
2021,3,2021-08-15,S08000016,All,Paediatrics (medical & surgical),29,29,0
2021,3,2021-08-15,S08000016,All,Paediatrics (medical),29,29,0
2021,3,2021-08-15,S08000016,All,Surgery,58,85.5,-32.2
2021,3,2021-08-15,S08000017,All,All,353,395,-10.6
2021,3,2021-08-15,S08000017,All,Community,24,25.5,-5.9
2021,3,2021-08-15,S08000017,All,Gynaecology,9,14.5,-37.9
2021,3,2021-08-15,S08000017,All,Medical (excl. Cardiology & Cancer),187,189,-1.1
2021,3,2021-08-15,S08000017,All,Medical (incl. Cardiology & Cancer),190,195,-2.6
2021,3,2021-08-15,S08000017,All,Paediatrics (medical & surgical),33,27.5,20
2021,3,2021-08-15,S08000017,All,Paediatrics (medical),33,27.5,20
2021,3,2021-08-15,S08000017,All,Surgery,97,132.5,-26.8
2021,3,2021-08-15,S08000019,All,Accident & Emergency,5,16,-68.8
2021,3,2021-08-15,S08000019,All,All,707,1031.5,-31.5
2021,3,2021-08-15,S08000019,All,Cardiology,5,17.5,-71.4
2021,3,2021-08-15,S08000019,All,Gynaecology,21,52.5,-60
2021,3,2021-08-15,S08000019,All,Medical (excl. Cardiology & Cancer),403,590.5,-31.8
2021,3,2021-08-15,S08000019,All,Medical (incl. Cardiology & Cancer),408,608,-32.9
2021,3,2021-08-15,S08000019,All,Paediatrics (medical & surgical),100,89,12.4
2021,3,2021-08-15,S08000019,All,Paediatrics (medical),100,89,12.4
2021,3,2021-08-15,S08000019,All,Surgery,172,266,-35.3
2021,3,2021-08-15,S08000020,All,Accident & Emergency,25,58.5,-57.3
2021,3,2021-08-15,S08000020,All,All,1188,1281,-7.3
2021,3,2021-08-15,S08000020,All,Cancer,32,31.5,1.6
2021,3,2021-08-15,S08000020,All,Cardiology,36,29.5,22
2021,3,2021-08-15,S08000020,All,Community,30,51,-41.2
2021,3,2021-08-15,S08000020,All,Gynaecology,17,25.5,-33.3
2021,3,2021-08-15,S08000020,All,Medical (excl. Cardiology & Cancer),485,497.5,-2.5
2021,3,2021-08-15,S08000020,All,Medical (incl. Cardiology & Cancer),553,558.5,-1
2021,3,2021-08-15,S08000020,All,Paediatrics (medical & surgical),86,90,-4.4
2021,3,2021-08-15,S08000020,All,Paediatrics (medical),71,74.5,-4.7
2021,3,2021-08-15,S08000020,All,Paediatrics (surgical),15,15.5,-3.2
2021,3,2021-08-15,S08000020,All,Surgery,477,496.5,-3.9
2021,3,2021-08-15,S08000022,All,All,719,779,-7.7
2021,3,2021-08-15,S08000022,All,Cardiology,12,12.5,-4
2021,3,2021-08-15,S08000022,All,Community,71,100,-29
2021,3,2021-08-15,S08000022,All,Gynaecology,22,21,4.8
2021,3,2021-08-15,S08000022,All,Medical (excl. Cardiology & Cancer),344,345.5,-0.4
2021,3,2021-08-15,S08000022,All,Medical (incl. Cardiology & Cancer),359,376.5,-4.6
2021,3,2021-08-15,S08000022,All,Paediatrics (medical & surgical),79,53,49.1
2021,3,2021-08-15,S08000022,All,Paediatrics (medical),78,52.5,48.6
2021,3,2021-08-15,S08000022,All,Surgery,188,228.5,-17.7
2021,3,2021-08-15,S08000024,All,Accident & Emergency,187,120.5,55.2
2021,3,2021-08-15,S08000024,All,All,2174,2215,-1.9
2021,3,2021-08-15,S08000024,All,Cancer,110,88,25
2021,3,2021-08-15,S08000024,All,Cardiology,68,81.5,-16.6
2021,3,2021-08-15,S08000024,All,Gynaecology,42,65,-35.4
2021,3,2021-08-15,S08000024,All,Medical (excl. Cardiology & Cancer),920,969.5,-5.1
2021,3,2021-08-15,S08000024,All,Medical (incl. Cardiology & Cancer),1098,1139,-3.6
2021,3,2021-08-15,S08000024,All,Paediatrics (medical & surgical),188,118,59.3
2021,3,2021-08-15,S08000024,All,Paediatrics (medical),170,97.5,74.4
2021,3,2021-08-15,S08000024,All,Paediatrics (surgical),18,20.5,-12.2
2021,3,2021-08-15,S08000024,All,Surgery,657,772,-14.9
2021,3,2021-08-15,S08000025,All,All,41,46,-10.9
2021,3,2021-08-15,S08000025,All,Medical (excl. Cardiology & Cancer),27,23,17.4
2021,3,2021-08-15,S08000025,All,Medical (incl. Cardiology & Cancer),27,23,17.4
2021,3,2021-08-15,S08000025,All,Surgery,13,22,-40.9
2021,3,2021-08-15,S08000026,All,All,42,35,20
2021,3,2021-08-15,S08000026,All,Medical (excl. Cardiology & Cancer),21,20,5
2021,3,2021-08-15,S08000026,All,Medical (incl. Cardiology & Cancer),21,20,5
2021,3,2021-08-15,S08000026,All,Surgery,21,15,40
2021,3,2021-08-15,S08000028,All,All,65,76,-14.5
2021,3,2021-08-15,S08000028,All,Community,10,11.5,-13
2021,3,2021-08-15,S08000028,All,Medical (excl. Cardiology & Cancer),27,36,-25
2021,3,2021-08-15,S08000028,All,Medical (incl. Cardiology & Cancer),27,36,-25
2021,3,2021-08-15,S08000028,All,Surgery,24,26.5,-9.4
2021,3,2021-08-15,S08000029,All,Accident & Emergency,80,66,21.2
2021,3,2021-08-15,S08000029,All,All,890,917.5,-3
2021,3,2021-08-15,S08000029,All,Cardiology,30,31,-3.2
2021,3,2021-08-15,S08000029,All,Community,8,13,-38.5
2021,3,2021-08-15,S08000029,All,Gynaecology,35,30,16.7
2021,3,2021-09-12,S08000024,All,Paediatrics (surgical),26,24.5,6.1
2021,3,2021-09-12,S08000024,All,Surgery,616,792.5,-22.3
2021,3,2021-09-12,S08000025,All,All,32,41,-22
2021,3,2021-09-12,S08000025,All,Medical (excl. Cardiology & Cancer),14,21,-33.3
2021,3,2021-09-12,S08000025,All,Medical (incl. Cardiology & Cancer),14,21.5,-34.9
2021,3,2021-09-12,S08000025,All,Surgery,18,19,-5.3
2021,3,2021-09-12,S08000026,All,All,27,34.5,-21.7
2021,3,2021-09-12,S08000026,All,Medical (excl. Cardiology & Cancer),18,24.5,-26.5
2021,3,2021-09-12,S08000026,All,Medical (incl. Cardiology & Cancer),18,24.5,-26.5
2021,3,2021-09-12,S08000026,All,Surgery,9,10,-10
2021,3,2021-09-12,S08000028,All,All,56,66,-15.2
2021,3,2021-09-12,S08000028,All,Community,14,8.5,64.7
2021,3,2021-09-12,S08000028,All,Medical (excl. Cardiology & Cancer),22,30,-26.7
2021,3,2021-09-12,S08000028,All,Medical (incl. Cardiology & Cancer),22,30,-26.7
2021,3,2021-09-12,S08000028,All,Surgery,19,22.5,-15.6
2021,3,2021-09-12,S08000029,All,Accident & Emergency,37,54,-31.5
2021,3,2021-09-12,S08000029,All,All,965,897,7.6
2021,3,2021-08-15,S08000032,All,Paediatrics (medical & surgical),181,184,-1.6
2021,3,2021-08-15,S08000032,All,Paediatrics (medical),181,184,-1.6
2021,3,2021-08-15,S08000032,All,Surgery,386,482,-19.9
2021,3,2021-08-15,S92000003,All,Accident & Emergency,437,400.5,9.1
2021,3,2021-08-15,S92000003,All,All,13763,14872,-7.5
2021,3,2021-08-15,S92000003,All,Cancer,254,247.5,2.6
2021,3,2021-08-15,S92000003,All,Cardiology,414,459,-9.8
2021,3,2021-08-15,S92000003,All,Community,165,235,-29.8
2021,3,2021-08-15,S92000003,All,Gynaecology,345,418.5,-17.6
2021,3,2021-08-15,S92000003,All,Medical (excl. Cardiology & Cancer),6680,7038.5,-5.1
2021,3,2021-08-15,S92000003,All,Medical (incl. Cardiology & Cancer),7348,7745,-5.1
2021,3,2021-08-15,S92000003,All,Paediatrics (medical & surgical),1278,1080.5,18.3
2021,3,2021-08-15,S92000003,All,Paediatrics (medical),1211,1008.5,20.1
2021,3,2021-08-15,S92000003,All,Paediatrics (surgical),67,72,-6.9
2021,3,2021-08-15,S92000003,All,Surgery,4188,4987,-16
2021,3,2021-08-22,S08000015,All,Accident & Emergency,5,24,-79.2
2021,3,2021-08-22,S08000015,All,All,1079,1092.5,-1.2
2021,3,2021-08-22,S08000015,All,Cardiology,16,14.5,10.3
2021,3,2021-08-22,S08000015,All,Medical (excl. Cardiology & Cancer),665,625.5,6.3
2021,3,2021-08-22,S08000015,All,Medical (incl. Cardiology & Cancer),681,640,6.4
2021,3,2021-08-22,S08000015,All,Paediatrics (medical & surgical),126,101,24.8
2021,3,2021-08-22,S08000015,All,Paediatrics (medical),126,101,24.8
2021,3,2021-08-22,S08000015,All,Surgery,267,327.5,-18.5
2021,3,2021-08-22,S08000016,All,All,235,247,-4.9
2021,3,2021-08-22,S08000016,All,Cardiology,8,11,-27.3
2021,3,2021-08-22,S08000016,All,Community,14,14,0
2021,3,2021-08-22,S08000016,All,Medical (excl. Cardiology & Cancer),122,128,-4.7
2021,3,2021-08-22,S08000016,All,Medical (incl. Cardiology & Cancer),130,139,-6.5
2021,3,2021-08-22,S08000016,All,Paediatrics (medical & surgical),31,25.5,21.6
2021,3,2021-08-22,S08000016,All,Paediatrics (medical),31,25.5,21.6
2021,3,2021-08-22,S08000016,All,Surgery,60,68.5,-12.4
2021,3,2021-08-22,S08000017,All,All,393,401.5,-2.1
2021,3,2021-08-22,S08000017,All,Cardiology,6,7,-14.3
2021,3,2021-08-22,S08000017,All,Community,35,29.5,18.6
2021,3,2021-08-22,S08000017,All,Gynaecology,9,16.5,-45.5
2021,3,2021-08-22,S08000017,All,Medical (excl. Cardiology & Cancer),187,188.5,-0.8
2021,3,2021-08-22,S08000017,All,Medical (incl. Cardiology & Cancer),193,195.5,-1.3
2021,3,2021-08-22,S08000017,All,Paediatrics (medical & surgical),46,35,31.4
2021,3,2021-08-22,S08000017,All,Paediatrics (medical),46,35,31.4
2021,3,2021-08-22,S08000017,All,Surgery,110,124.5,-11.6
2021,3,2021-08-22,S08000019,All,All,757,1120,-32.4
2021,3,2021-08-22,S08000019,All,Gynaecology,19,41.5,-54.2
2021,3,2021-08-22,S08000019,All,Medical (excl. Cardiology & Cancer),422,656.5,-35.7
2021,3,2021-08-22,S08000019,All,Medical (incl. Cardiology & Cancer),426,663.5,-35.8
2021,3,2021-08-22,S08000019,All,Paediatrics (medical & surgical),105,97,8.2
2021,3,2021-08-22,S08000019,All,Paediatrics (medical),105,96.5,8.8
2021,3,2021-08-22,S08000019,All,Surgery,204,305.5,-33.2
2021,3,2021-08-22,S08000020,All,Accident & Emergency,28,63.5,-55.9
2021,3,2021-08-22,S08000020,All,All,1205,1338.5,-10
2021,3,2021-08-22,S08000020,All,Cancer,44,30,46.7
2021,3,2021-08-22,S08000020,All,Cardiology,37,34.5,7.2
2021,3,2021-08-22,S08000020,All,Community,30,47.5,-36.8
2021,3,2021-08-22,S08000020,All,Gynaecology,14,34.5,-59.4
2021,3,2021-08-22,S08000020,All,Medical (excl. Cardiology & Cancer),526,532,-1.1
2021,3,2021-08-22,S08000020,All,Medical (incl. Cardiology & Cancer),607,596.5,1.8
2021,3,2021-08-22,S08000020,All,Paediatrics (medical & surgical),91,93,-2.2
2021,3,2021-08-22,S08000020,All,Paediatrics (medical),81,79.5,1.9
2021,3,2021-08-22,S08000020,All,Paediatrics (surgical),10,13.5,-25.9
2021,3,2021-08-22,S08000020,All,Surgery,435,503,-13.5
2021,3,2021-08-22,S08000022,All,All,705,807.5,-12.7
2021,3,2021-08-22,S08000022,All,Cardiology,10,10,0
2021,3,2021-08-22,S08000022,All,Community,78,88.5,-11.9
2021,3,2021-08-22,S08000022,All,Gynaecology,15,26.5,-43.4
2021,3,2021-08-22,S08000022,All,Medical (excl. Cardiology & Cancer),303,333.5,-9.1
2021,3,2021-08-22,S08000022,All,Medical (incl. Cardiology & Cancer),315,349.5,-9.9
2021,3,2021-08-22,S08000022,All,Paediatrics (medical & surgical),76,53.5,42.1
2021,3,2021-08-22,S08000022,All,Paediatrics (medical),76,53.5,42.1
2021,3,2021-08-22,S08000022,All,Surgery,221,289.5,-23.7
2021,3,2021-08-22,S08000024,All,Accident & Emergency,194,134,44.8
2021,3,2021-08-22,S08000024,All,All,2176,2248,-3.2
2021,3,2021-08-22,S08000024,All,Cancer,116,87,33.3
2021,3,2021-08-22,S08000024,All,Cardiology,60,85.5,-29.8
2021,3,2021-08-22,S08000024,All,Gynaecology,51,56,-8.9
2021,3,2021-08-22,S08000024,All,Medical (excl. Cardiology & Cancer),904,947,-4.5
2021,3,2021-08-22,S08000024,All,Medical (incl. Cardiology & Cancer),1080,1119.5,-3.5
2021,3,2021-08-22,S08000024,All,Paediatrics (medical & surgical),183,153.5,19.2
2021,3,2021-08-22,S08000024,All,Paediatrics (medical),160,129,24
2021,3,2021-08-22,S08000024,All,Paediatrics (surgical),23,24.5,-6.1
2021,3,2021-08-22,S08000024,All,Surgery,664,785,-15.4
2021,3,2021-08-22,S08000025,All,All,41,34,20.6
2021,3,2021-08-22,S08000025,All,Medical (excl. Cardiology & Cancer),23,18.5,24.3
2021,3,2021-08-22,S08000025,All,Medical (incl. Cardiology & Cancer),23,19,21.1
2021,3,2021-08-22,S08000025,All,Surgery,17,14,21.4
2021,3,2021-08-22,S08000026,All,All,43,42,2.4
2021,3,2021-08-22,S08000026,All,Medical (excl. Cardiology & Cancer),27,20,35
2021,3,2021-08-22,S08000026,All,Medical (incl. Cardiology & Cancer),27,20,35
2021,3,2021-08-22,S08000026,All,Surgery,16,22,-27.3
2021,3,2021-08-22,S08000028,All,All,87,81.5,6.7
2021,3,2021-08-22,S08000028,All,Cancer,5,0,8000
2021,3,2021-08-22,S08000028,All,Community,16,19.5,-17.9
2021,3,2021-08-22,S08000028,All,Medical (excl. Cardiology & Cancer),39,31.5,23.8
2021,3,2021-08-22,S08000028,All,Medical (incl. Cardiology & Cancer),44,31.5,39.7
2021,3,2021-08-22,S08000028,All,Surgery,24,26,-7.7
2021,3,2021-08-22,S08000029,All,Accident & Emergency,71,58,22.4
2021,3,2021-08-22,S08000029,All,All,935,896,4.4
2021,3,2021-08-22,S08000029,All,Cardiology,36,35,2.9
2021,3,2021-08-22,S08000029,All,Community,13,8,62.5
2021,3,2021-08-22,S08000029,All,Gynaecology,29,37,-21.6
2021,3,2021-08-22,S08000029,All,Medical (excl. Cardiology & Cancer),395,428.5,-7.8
2021,3,2021-08-22,S08000029,All,Medical (incl. Cardiology & Cancer),431,463.5,-7
2021,3,2021-08-22,S08000029,All,Paediatrics (medical & surgical),102,69,47.8
