year,quarter,hb,location,admission_type,simd,episodes,length_of_episode,average_length_of_episode,stays,length_of_stay,average_length_of_stay
2021,1,S08000031,C418H,Elective Inpatients,1,102,157,1.53921568627451,105,252,2.4
2021,2,S08000031,C418H,Elective Inpatients,1,144,223,1.54861111111111,147,288,1.95918367346939
2016,2,S08000031,C418H,Elective Inpatients,2,387,607,1.56847545219638,390,1082,2.77435897435897
2016,3,S08000031,C418H,Elective Inpatients,2,384,648,1.6875,385,1022,2.65454545454545
2016,4,S08000031,C418H,Elective Inpatients,2,357,596,1.66946778711485,360,1054,2.92777777777778
2017,1,S08000031,C418H,Elective Inpatients,2,498,656,1.31726907630522,490,1125,2.29591836734694
2017,2,S08000031,C418H,Elective Inpatients,2,354,709,2.00282485875706,355,1176,3.31267605633803
2017,3,S08000031,C418H,Elective Inpatients,2,223,587,2.6322869955157,228,978,4.28947368421053
2017,4,S08000031,C418H,Elective Inpatients,2,208,516,2.48076923076923,215,601,2.7953488372093
2018,1,S08000031,C418H,Elective Inpatients,2,171,334,1.95321637426901,176,409,2.32386363636364
2018,2,S08000031,C418H,Elective Inpatients,2,247,501,2.02834008097166,247,642,2.59919028340081
2018,3,S08000031,C418H,Elective Inpatients,2,290,514,1.77241379310345,288,693,2.40625
2018,4,S08000031,C418H,Elective Inpatients,2,250,530,2.12,250,877,3.508
2019,1,S08000031,C418H,Elective Inpatients,2,232,394,1.69827586206897,232,531,2.28879310344828
2019,2,S08000031,C418H,Elective Inpatients,2,224,485,2.16517857142857,225,615,2.73333333333333
2019,3,S08000031,C418H,Elective Inpatients,2,229,519,2.26637554585153,225,869,3.86222222222222
2019,4,S08000031,C418H,Elective Inpatients,2,233,428,1.83690987124464,235,625,2.65957446808511
2020,1,S08000031,C418H,Elective Inpatients,2,187,368,1.96791443850267,190,640,3.36842105263158
2020,2,S08000031,C418H,Elective Inpatients,2,35,71,2.02857142857143,35,146,4.17142857142857
2020,3,S08000031,C418H,Elective Inpatients,2,86,139,1.61627906976744,90,190,2.11111111111111
2020,4,S08000031,C418H,Elective Inpatients,2,109,125,1.14678899082569,111,188,1.69369369369369
2021,1,S08000031,C418H,Elective Inpatients,2,63,101,1.6031746031746,70,191,2.72857142857143
2021,2,S08000031,C418H,Elective Inpatients,2,138,256,1.85507246376812,140,296,2.11428571428571
2016,2,S08000031,C418H,Elective Inpatients,3,341,645,1.89149560117302,345,818,2.37101449275362
2016,3,S08000031,C418H,Elective Inpatients,3,342,609,1.78070175438596,340,830,2.44117647058824
2016,4,S08000031,C418H,Elective Inpatients,3,338,497,1.47041420118343,345,1042,3.02028985507246
2017,1,S08000031,C418H,Elective Inpatients,3,393,657,1.67175572519084,390,921,2.36153846153846
2017,2,S08000031,C418H,Elective Inpatients,3,333,704,2.11411411411411,329,945,2.87234042553191
2017,3,S08000031,C418H,Elective Inpatients,3,215,492,2.28837209302326,214,909,4.24766355140187
2017,4,S08000031,C418H,Elective Inpatients,3,196,488,2.48979591836735,200,745,3.725
2018,1,S08000031,C418H,Elective Inpatients,3,182,377,2.07142857142857,185,572,3.09189189189189
2018,2,S08000031,C418H,Elective Inpatients,3,208,517,2.48557692307692,208,626,3.00961538461538
2018,3,S08000031,C418H,Elective Inpatients,3,241,505,2.0954356846473,240,676,2.81666666666667
2018,4,S08000031,C418H,Elective Inpatients,3,219,482,2.20091324200913,225,627,2.78666666666667
2019,1,S08000031,C418H,Elective Inpatients,3,239,512,2.14225941422594,240,600,2.5
2019,2,S08000031,C418H,Elective Inpatients,3,193,388,2.01036269430052,190,502,2.6421052631579
2019,3,S08000031,C418H,Elective Inpatients,3,243,519,2.1358024691358,240,672,2.8
2019,4,S08000031,C418H,Elective Inpatients,3,187,433,2.31550802139037,190,625,3.28947368421053
2019,1,S08000031,C206H,Elective Inpatients,2,5,5,1,10,15,1.5
2020,1,S08000031,C418H,Elective Inpatients,3,189,364,1.92592592592593,190,514,2.70526315789474
2020,2,S08000031,C418H,Elective Inpatients,3,19,20,1.05263157894737,20,59,2.95
2020,3,S08000031,C418H,Elective Inpatients,3,92,189,2.05434782608696,90,241,2.67777777777778
2020,4,S08000031,C418H,Elective Inpatients,3,87,145,1.66666666666667,90,303,3.36666666666667
2021,1,S08000031,C418H,Elective Inpatients,3,82,114,1.39024390243902,80,146,1.825
2021,2,S08000031,C418H,Elective Inpatients,3,139,289,2.07913669064748,140,325,2.32142857142857
2016,2,S08000031,C418H,Elective Inpatients,4,281,444,1.58007117437722,280,824,2.94285714285714
2016,3,S08000031,C418H,Elective Inpatients,4,260,496,1.90769230769231,260,919,3.53461538461538
2016,4,S08000031,C418H,Elective Inpatients,4,316,502,1.58860759493671,310,796,2.56774193548387
2017,1,S08000031,C418H,Elective Inpatients,4,266,410,1.54135338345865,270,754,2.79259259259259
2017,2,S08000031,C418H,Elective Inpatients,4,223,466,2.08968609865471,225,767,3.40888888888889
2017,3,S08000031,C418H,Elective Inpatients,4,171,356,2.08187134502924,165,518,3.13939393939394
2017,4,S08000031,C418H,Elective Inpatients,4,149,368,2.46979865771812,155,496,3.2
2018,1,S08000031,C418H,Elective Inpatients,4,120,229,1.90833333333333,120,298,2.48333333333333
2018,2,S08000031,C418H,Elective Inpatients,4,161,391,2.42857142857143,160,463,2.89375
2018,3,S08000031,C418H,Elective Inpatients,4,204,403,1.97549019607843,205,552,2.69268292682927
2018,4,S08000031,C418H,Elective Inpatients,4,165,363,2.2,165,501,3.03636363636364
2019,1,S08000031,C418H,Elective Inpatients,4,183,344,1.87978142076503,180,409,2.27222222222222
2019,2,S08000031,C418H,Elective Inpatients,4,177,341,1.92655367231638,180,704,3.91111111111111
2019,3,S08000031,C418H,Elective Inpatients,4,139,303,2.17985611510791,140,470,3.35714285714286
2019,4,S08000031,C418H,Elective Inpatients,4,138,289,2.09420289855072,140,401,2.86428571428571
2020,1,S08000031,C418H,Elective Inpatients,4,148,283,1.91216216216216,145,494,3.40689655172414
2020,2,S08000031,C418H,Elective Inpatients,4,18,20,1.11111111111111,20,49,2.45
2020,3,S08000031,C418H,Elective Inpatients,4,68,150,2.20588235294118,70,176,2.51428571428571
2020,4,S08000031,C418H,Elective Inpatients,4,65,87,1.33846153846154,65,267,4.10769230769231
2021,1,S08000031,C418H,Elective Inpatients,4,59,94,1.59322033898305,60,193,3.21666666666667
2021,2,S08000031,C418H,Elective Inpatients,4,83,229,2.75903614457831,85,257,3.02352941176471
2016,2,S08000031,C418H,Elective Inpatients,5,251,297,1.18326693227092,255,631,2.47450980392157
2016,3,S08000031,C418H,Elective Inpatients,5,252,462,1.83333333333333,255,576,2.25882352941176
2016,4,S08000031,C418H,Elective Inpatients,5,260,418,1.60769230769231,260,734,2.82307692307692
2017,1,S08000031,C418H,Elective Inpatients,5,314,400,1.27388535031847,310,731,2.35806451612903
2017,2,S08000031,C418H,Elective Inpatients,5,214,360,1.68224299065421,212,589,2.77830188679245
2017,3,S08000031,C418H,Elective Inpatients,5,203,417,2.05418719211823,200,621,3.105
2017,4,S08000031,C418H,Elective Inpatients,5,165,324,1.96363636363636,170,484,2.84705882352941
2018,1,S08000031,C418H,Elective Inpatients,5,155,274,1.76774193548387,155,379,2.44516129032258
2018,2,S08000031,C418H,Elective Inpatients,5,158,305,1.93037974683544,161,441,2.73913043478261
2018,3,S08000031,C418H,Elective Inpatients,5,197,347,1.76142131979695,202,541,2.67821782178218
2018,4,S08000031,C418H,Elective Inpatients,5,139,297,2.13669064748201,140,376,2.68571428571429
2019,1,S08000031,C418H,Elective Inpatients,5,170,344,2.02352941176471,175,426,2.43428571428571
2019,2,S08000031,C418H,Elective Inpatients,5,163,283,1.7361963190184,165,356,2.15757575757576
2019,3,S08000031,C418H,Elective Inpatients,5,164,311,1.89634146341463,165,461,2.79393939393939
2019,4,S08000031,C418H,Elective Inpatients,5,148,259,1.75,150,394,2.62666666666667
2020,1,S08000031,C418H,Elective Inpatients,5,143,223,1.55944055944056,140,343,2.45
2020,2,S08000031,C418H,Elective Inpatients,5,24,23,0.958333333333333,25,52,2.08
2020,3,S08000031,C418H,Elective Inpatients,5,63,72,1.14285714285714,65,139,2.13846153846154
2020,4,S08000031,C418H,Elective Inpatients,5,88,180,2.04545454545455,95,312,3.28421052631579
2021,1,S08000031,C418H,Elective Inpatients,5,61,102,1.67213114754098,65,169,2.6
2021,2,S08000031,C418H,Elective Inpatients,5,95,161,1.69473684210526,95,190,2
2016,2,S08000031,C418H,Elective Inpatients,NA,5,5,1,5,5,1
2016,3,S08000031,C418H,Elective Inpatients,NA,5,0,0,5,5,1
2016,4,S08000031,C418H,Elective Inpatients,NA,0,0,NA,0,0,NA
2016,2,S08000031,G207H,Elective Inpatients,1,60,74,1.23333333333333,72,95,1.31944444444444
2016,3,S08000031,G207H,Elective Inpatients,1,62,76,1.2258064516129,73,97,1.32876712328767
2016,4,S08000031,G207H,Elective Inpatients,1,60,78,1.3,70,128,1.82857142857143
2017,1,S08000031,G207H,Elective Inpatients,1,55,64,1.16363636363636,60,83,1.38333333333333
2017,2,S08000031,G207H,Elective Inpatients,1,60,71,1.18333333333333,64,93,1.453125
2017,3,S08000031,G207H,Elective Inpatients,1,51,47,0.92156862745098,56,53,0.946428571428571
2017,4,S08000031,G207H,Elective Inpatients,1,65,74,1.13846153846154,71,96,1.35211267605634
2018,1,S08000031,G207H,Elective Inpatients,1,85,73,0.858823529411765,88,82,0.931818181818182
2018,2,S08000031,G207H,Elective Inpatients,1,85,53,0.623529411764706,85,66,0.776470588235294
2018,3,S08000031,G207H,Elective Inpatients,1,50,61,1.22,55,72,1.30909090909091
2018,4,S08000031,G207H,Elective Inpatients,1,56,58,1.03571428571429,59,63,1.06779661016949
2019,1,S08000031,G207H,Elective Inpatients,1,65,54,0.830769230769231,67,60,0.895522388059702
2019,2,S08000031,G207H,Elective Inpatients,1,88,95,1.07954545454545,95,126,1.32631578947368
2019,3,S08000031,G207H,Elective Inpatients,1,116,57,0.491379310344828,122,71,0.581967213114754
2019,4,S08000031,G207H,Elective Inpatients,1,128,88,0.6875,131,99,0.755725190839695
2020,1,S08000031,G207H,Elective Inpatients,1,76,68,0.894736842105263,81,84,1.03703703703704
2020,3,S08000031,G207H,Elective Inpatients,1,15,16,1.06666666666667,14,16,1.14285714285714
2020,4,S08000031,G207H,Elective Inpatients,1,90,90,1,99,140,1.41414141414141
2021,1,S08000031,G207H,Elective Inpatients,1,46,46,1,47,49,1.04255319148936
2021,2,S08000031,G207H,Elective Inpatients,1,60,59,0.983333333333333,65,79,1.21538461538462
2016,2,S08000031,G207H,Elective Inpatients,2,21,29,1.38095238095238,24,53,2.20833333333333
2016,3,S08000031,G207H,Elective Inpatients,2,28,31,1.10714285714286,30,45,1.5
2016,4,S08000031,G207H,Elective Inpatients,2,22,28,1.27272727272727,27,42,1.55555555555556
2017,1,S08000031,G207H,Elective Inpatients,2,40,43,1.075,45,52,1.15555555555556
2017,2,S08000031,G207H,Elective Inpatients,2,25,84,3.36,24,27,1.125
2017,3,S08000031,G207H,Elective Inpatients,2,35,32,0.914285714285714,38,51,1.34210526315789
2017,4,S08000031,G207H,Elective Inpatients,2,35,40,1.14285714285714,38,43,1.13157894736842
2018,1,S08000031,G207H,Elective Inpatients,2,41,30,0.731707317073171,43,40,0.930232558139535
2018,2,S08000031,G207H,Elective Inpatients,2,45,30,0.666666666666667,46,47,1.02173913043478
2018,3,S08000031,G207H,Elective Inpatients,2,30,31,1.03333333333333,32,44,1.375
2018,4,S08000031,G207H,Elective Inpatients,2,32,31,0.96875,37,48,1.2972972972973
2019,1,S08000031,G207H,Elective Inpatients,2,29,25,0.862068965517241,32,58,1.8125
2019,2,S08000031,G207H,Elective Inpatients,2,43,33,0.767441860465116,46,42,0.91304347826087
2019,3,S08000031,G207H,Elective Inpatients,2,53,24,0.452830188679245,55,26,0.472727272727273
2019,4,S08000031,G207H,Elective Inpatients,2,68,37,0.544117647058823,70,42,0.6
2020,1,S08000031,G207H,Elective Inpatients,2,50,34,0.68,52,41,0.788461538461538
2020,3,S08000031,G207H,Elective Inpatients,2,5,5,1,5,5,1
2020,4,S08000031,G207H,Elective Inpatients,2,40,46,1.15,41,48,1.17073170731707
2021,1,S08000031,G207H,Elective Inpatients,2,14,17,1.21428571428571,15,20,1.33333333333333
2021,2,S08000031,G207H,Elective Inpatients,2,42,67,1.5952380952381,43,69,1.6046511627907
2016,2,S08000031,G207H,Elective Inpatients,3,15,17,1.13333333333333,18,38,2.11111111111111
2016,3,S08000031,G207H,Elective Inpatients,3,18,21,1.16666666666667,20,26,1.3
2016,4,S08000031,G207H,Elective Inpatients,3,23,26,1.1304347826087,28,34,1.21428571428571
2017,1,S08000031,G207H,Elective Inpatients,3,23,26,1.1304347826087,24,35,1.45833333333333
2017,2,S08000031,G207H,Elective Inpatients,3,20,24,1.2,21,24,1.14285714285714
2017,3,S08000031,G207H,Elective Inpatients,3,15,15,1,20,20,1
2017,4,S08000031,G207H,Elective Inpatients,3,25,29,1.16,26,30,1.15384615384615
2018,1,S08000031,G207H,Elective Inpatients,3,25,30,1.2,27,28,1.03703703703704
2018,2,S08000031,G207H,Elective Inpatients,3,25,20,0.8,27,25,0.925925925925926
2018,3,S08000031,G207H,Elective Inpatients,3,20,15,0.75,19,19,1
2018,4,S08000031,G207H,Elective Inpatients,3,23,31,1.34782608695652,22,24,1.09090909090909
2019,1,S08000031,G207H,Elective Inpatients,3,32,35,1.09375,30,35,1.16666666666667
2019,2,S08000031,C206H,Elective Inpatients,2,5,14,2.8,5,14,2.8
2019,2,S08000031,G207H,Elective Inpatients,3,25,22,0.88,29,80,2.75862068965517
2019,3,S08000031,G207H,Elective Inpatients,3,40,24,0.6,40,31,0.775
2019,4,S08000031,G207H,Elective Inpatients,3,35,14,0.4,36,17,0.472222222222222
2020,1,S08000031,G207H,Elective Inpatients,3,38,30,0.789473684210526,40,33,0.825
2020,3,S08000031,G207H,Elective Inpatients,3,5,5,1,5,5,1
2020,4,S08000031,G207H,Elective Inpatients,3,31,40,1.29032258064516,34,43,1.26470588235294
2021,1,S08000031,G207H,Elective Inpatients,3,19,23,1.21052631578947,21,29,1.38095238095238
2021,2,S08000031,G207H,Elective Inpatients,3,30,27,0.9,31,30,0.967741935483871
2016,2,S08000031,G207H,Elective Inpatients,4,25,24,0.96,25,29,1.16
2016,3,S08000031,G207H,Elective Inpatients,4,19,21,1.10526315789474,19,21,1.10526315789474
2016,4,S08000031,G207H,Elective Inpatients,4,16,16,1,23,27,1.17391304347826
2017,1,S08000031,G207H,Elective Inpatients,4,20,20,1,20,23,1.15
2017,2,S08000031,G207H,Elective Inpatients,4,15,19,1.26666666666667,17,21,1.23529411764706
2017,3,S08000031,G207H,Elective Inpatients,4,20,20,1,19,26,1.36842105263158
2017,4,S08000031,G207H,Elective Inpatients,4,20,27,1.35,25,33,1.32
2018,1,S08000031,G207H,Elective Inpatients,4,42,30,0.714285714285714,42,30,0.714285714285714
2018,2,S08000031,G207H,Elective Inpatients,4,36,25,0.694444444444444,40,41,1.025
2018,3,S08000031,G207H,Elective Inpatients,4,18,20,1.11111111111111,21,28,1.33333333333333
2018,4,S08000031,G207H,Elective Inpatients,4,25,27,1.08,26,33,1.26923076923077
2019,1,S08000031,G207H,Elective Inpatients,4,20,20,1,23,22,0.956521739130435
2019,2,S08000031,G207H,Elective Inpatients,4,41,23,0.560975609756098,42,24,0.571428571428571
2019,3,S08000031,G207H,Elective Inpatients,4,62,23,0.370967741935484,63,26,0.412698412698413
2019,4,S08000031,G207H,Elective Inpatients,4,59,17,0.288135593220339,60,18,0.3
2020,1,S08000031,G207H,Elective Inpatients,4,40,20,0.5,45,40,0.888888888888889
2020,3,S08000031,G207H,Elective Inpatients,4,0,0,NA,0,0,NA
2020,4,S08000031,G207H,Elective Inpatients,4,24,25,1.04166666666667,26,30,1.15384615384615
2021,1,S08000031,G207H,Elective Inpatients,4,13,13,1,15,15,1
2021,2,S08000031,G207H,Elective Inpatients,4,28,29,1.03571428571429,29,32,1.10344827586207
2016,2,S08000031,G207H,Elective Inpatients,5,22,27,1.22727272727273,25,30,1.2
2016,3,S08000031,G207H,Elective Inpatients,5,17,20,1.17647058823529,20,23,1.15
2016,4,S08000031,G207H,Elective Inpatients,5,15,16,1.06666666666667,20,45,2.25
2017,1,S08000031,G207H,Elective Inpatients,5,30,34,1.13333333333333,35,51,1.45714285714286
2017,2,S08000031,G207H,Elective Inpatients,5,24,26,1.08333333333333,25,28,1.12
2017,3,S08000031,G207H,Elective Inpatients,5,23,21,0.91304347826087,26,44,1.69230769230769
2017,4,S08000031,G207H,Elective Inpatients,5,25,23,0.92,25,24,0.96
2018,1,S08000031,G207H,Elective Inpatients,5,35,34,0.971428571428571,35,34,0.971428571428571
2018,2,S08000031,G207H,Elective Inpatients,5,33,19,0.575757575757576,35,53,1.51428571428571
2018,3,S08000031,G207H,Elective Inpatients,5,22,20,0.909090909090909,26,34,1.30769230769231
2018,4,S08000031,G207H,Elective Inpatients,5,15,15,1,16,16,1
2019,1,S08000031,G207H,Elective Inpatients,5,29,29,1,32,70,2.1875
2019,2,S08000031,G207H,Elective Inpatients,5,35,18,0.514285714285714,41,43,1.04878048780488
2019,3,S08000031,G207H,Elective Inpatients,5,46,15,0.326086956521739,48,17,0.354166666666667
2019,4,S08000031,G207H,Elective Inpatients,5,50,15,0.3,48,15,0.3125
2020,1,S08000031,G207H,Elective Inpatients,5,31,34,1.09677419354839,37,45,1.21621621621622
2020,3,S08000031,G207H,Elective Inpatients,5,5,5,1,5,5,1
2020,4,S08000031,G207H,Elective Inpatients,5,27,27,1,27,27,1
2021,1,S08000031,G207H,Elective Inpatients,5,15,14,0.933333333333333,15,21,1.4
2021,2,S08000031,G207H,Elective Inpatients,5,29,33,1.13793103448276,29,33,1.13793103448276
2016,2,S08000031,G207H,Elective Inpatients,NA,0,0,NA,0,0,NA
2016,3,S08000031,G207H,Elective Inpatients,NA,0,0,NA,0,0,NA
2016,4,S08000031,G207H,Elective Inpatients,NA,0,0,NA,0,0,NA
2018,2,S08000031,G207H,Elective Inpatients,NA,0,0,NA,0,0,NA
2019,1,S08000031,G207H,Elective Inpatients,NA,0,0,NA,0,0,NA
2019,3,S08000031,G207H,Elective Inpatients,NA,0,0,NA,0,0,NA
2020,4,S08000031,G207H,Elective Inpatients,NA,0,0,NA,0,0,NA
2016,2,S08000031,C206H,Elective Inpatients,1,76,160,2.10526315789474,85,638,7.50588235294118
2016,3,S08000031,C206H,Elective Inpatients,1,54,94,1.74074074074074,55,193,3.50909090909091
2019,2,SB0801,D102H,All Day cases,NA,0,0,NA,0,0,NA
2016,4,S08000031,C206H,Elective Inpatients,1,70,120,1.71428571428571,75,475,6.33333333333333
2017,1,S08000031,C206H,Elective Inpatients,1,10,9,0.9,15,42,2.8
2017,2,S08000031,C206H,Elective Inpatients,1,5,5,1,5,13,2.6
2017,3,S08000031,C206H,Elective Inpatients,1,5,12,2.4,5,17,3.4
2017,4,S08000031,C206H,Elective Inpatients,1,5,5,1,10,14,1.4
2018,1,S08000031,C206H,Elective Inpatients,1,10,13,1.3,14,83,5.92857142857143
2018,2,S08000031,C206H,Elective Inpatients,1,5,11,2.2,5,15,3
2018,3,S08000031,C206H,Elective Inpatients,1,5,7,1.4,10,33,3.3
2018,4,S08000031,C206H,Elective Inpatients,1,10,11,1.1,10,20,2
2019,1,S08000031,C206H,Elective Inpatients,1,10,7,0.7,10,15,1.5
2019,2,S08000031,C206H,Elective Inpatients,1,5,5,1,10,13,1.3
2019,3,S08000031,C206H,Elective Inpatients,1,10,10,1,10,24,2.4
2019,4,S08000031,C206H,Elective Inpatients,1,12,23,1.91666666666667,12,63,5.25
2020,1,S08000031,C206H,Elective Inpatients,1,5,10,2,5,38,7.6
2020,2,S08000031,C206H,Elective Inpatients,1,5,5,1,5,5,1
2020,3,S08000031,C206H,Elective Inpatients,1,30,8,0.266666666666667,30,21,0.7
2020,4,S08000031,C206H,Elective Inpatients,1,20,21,1.05,20,21,1.05
2021,1,S08000031,C206H,Elective Inpatients,1,5,6,1.2,5,21,4.2
2021,2,S08000031,C206H,Elective Inpatients,1,10,12,1.2,10,26,2.6
2016,2,S08000031,C206H,Elective Inpatients,2,63,122,1.93650793650794,70,480,6.85714285714286
2016,3,S08000031,C206H,Elective Inpatients,2,63,120,1.9047619047619,68,266,3.91176470588235
2016,4,S08000031,C206H,Elective Inpatients,2,69,154,2.23188405797101,75,530,7.06666666666667
2017,1,S08000031,C206H,Elective Inpatients,2,11,10,0.909090909090909,11,12,1.09090909090909
2017,2,S08000031,C206H,Elective Inpatients,2,5,10,2,5,15,3
2017,3,S08000031,C206H,Elective Inpatients,2,10,12,1.2,10,20,2
2017,4,S08000031,C206H,Elective Inpatients,2,5,10,2,10,12,1.2
2018,1,S08000031,C206H,Elective Inpatients,2,5,5,1,5,11,2.2
2018,2,S08000031,C206H,Elective Inpatients,2,5,7,1.4,5,17,3.4
2018,3,S08000031,C206H,Elective Inpatients,2,5,12,2.4,5,17,3.4
2018,4,S08000031,C206H,Elective Inpatients,2,10,15,1.5,5,11,2.2
