local_authority,date_code,measurement,value,sex,age
East Renfrewshire,2009-2011,95% Lower Confidence Limit,72.67,Female,10-14 years
East Renfrewshire,2009-2011,95% Upper Confidence Limit,73.88,Female,10-14 years
East Renfrewshire,2009-2011,95% Lower Confidence Limit,63.54,Male,15-19 years
East Renfrewshire,2009-2011,95% Upper Confidence Limit,64.97,Male,15-19 years
East Renfrewshire,2009-2011,Count,64.25,Male,15-19 years
East Renfrewshire,2009-2011,Count,68.32,Female,15-19 years
East Renfrewshire,2009-2011,95% Lower Confidence Limit,67.72,Female,15-19 years
East Renfrewshire,2009-2011,95% Upper Confidence Limit,68.92,Female,15-19 years
East Renfrewshire,2009-2011,95% Lower Confidence Limit,58.61,Male,20-24 years
East Renfrewshire,2009-2011,95% Upper Confidence Limit,60.03,Male,20-24 years
East Renfrewshire,2009-2011,Count,59.32,Male,20-24 years
East Renfrewshire,2009-2011,Count,63.32,Female,20-24 years
East Renfrewshire,2009-2011,95% Lower Confidence Limit,62.72,Female,20-24 years
East Renfrewshire,2009-2011,95% Upper Confidence Limit,63.92,Female,20-24 years
East Renfrewshire,2009-2011,95% Lower Confidence Limit,53.73,Male,25-29 years
East Renfrewshire,2009-2011,95% Upper Confidence Limit,55.13,Male,25-29 years
East Renfrewshire,2009-2011,Count,54.43,Male,25-29 years
East Renfrewshire,2009-2011,Count,58.36,Female,25-29 years
East Renfrewshire,2009-2011,95% Lower Confidence Limit,57.76,Female,25-29 years
East Renfrewshire,2009-2011,95% Upper Confidence Limit,58.95,Female,25-29 years
East Renfrewshire,2009-2011,95% Lower Confidence Limit,49.31,Male,30-34 years
East Renfrewshire,2009-2011,95% Upper Confidence Limit,50.59,Male,30-34 years
East Renfrewshire,2009-2011,Count,49.95,Male,30-34 years
East Renfrewshire,2009-2011,Count,53.46,Female,30-34 years
East Renfrewshire,2009-2011,95% Lower Confidence Limit,52.88,Female,30-34 years
East Renfrewshire,2009-2011,95% Upper Confidence Limit,54.04,Female,30-34 years
East Renfrewshire,2009-2011,95% Lower Confidence Limit,44.64,Male,35-39 years
East Renfrewshire,2009-2011,95% Upper Confidence Limit,45.85,Male,35-39 years
East Renfrewshire,2009-2011,Count,45.25,Male,35-39 years
East Renfrewshire,2009-2011,Count,48.58,Female,35-39 years
East Renfrewshire,2009-2011,95% Lower Confidence Limit,48.01,Female,35-39 years
East Renfrewshire,2009-2011,95% Upper Confidence Limit,49.14,Female,35-39 years
East Renfrewshire,2009-2011,95% Lower Confidence Limit,39.95,Male,40-44 years
East Renfrewshire,2009-2011,95% Upper Confidence Limit,41.11,Male,40-44 years
East Renfrewshire,2009-2011,Count,40.53,Male,40-44 years
East Renfrewshire,2009-2011,Count,43.74,Female,40-44 years
East Renfrewshire,2009-2011,95% Lower Confidence Limit,43.18,Female,40-44 years
East Renfrewshire,2009-2011,95% Upper Confidence Limit,44.29,Female,40-44 years
East Renfrewshire,2009-2011,95% Lower Confidence Limit,35.23,Male,45-49 years
East Renfrewshire,2009-2011,95% Upper Confidence Limit,36.37,Male,45-49 years
East Renfrewshire,2009-2011,Count,35.8,Male,45-49 years
East Renfrewshire,2009-2011,Count,38.93,Female,45-49 years
East Renfrewshire,2009-2011,95% Lower Confidence Limit,38.39,Female,45-49 years
East Renfrewshire,2009-2011,95% Upper Confidence Limit,39.47,Female,45-49 years
East Renfrewshire,2009-2011,95% Lower Confidence Limit,30.65,Male,50-54 years
East Renfrewshire,2009-2011,95% Upper Confidence Limit,31.76,Male,50-54 years
East Renfrewshire,2009-2011,Count,31.2,Male,50-54 years
East Renfrewshire,2009-2011,Count,34.19,Female,50-54 years
East Renfrewshire,2009-2011,95% Lower Confidence Limit,33.66,Female,50-54 years
East Renfrewshire,2009-2011,95% Upper Confidence Limit,34.72,Female,50-54 years
East Renfrewshire,2009-2011,95% Lower Confidence Limit,26.16,Male,55-59 years
East Renfrewshire,2009-2011,95% Upper Confidence Limit,27.24,Male,55-59 years
East Renfrewshire,2009-2011,Count,26.7,Male,55-59 years
East Renfrewshire,2009-2011,Count,29.6,Female,55-59 years
East Renfrewshire,2009-2011,95% Lower Confidence Limit,29.09,Female,55-59 years
East Renfrewshire,2009-2011,95% Upper Confidence Limit,30.12,Female,55-59 years
East Renfrewshire,2009-2011,95% Lower Confidence Limit,21.74,Male,60-64 years
East Renfrewshire,2009-2011,95% Upper Confidence Limit,22.79,Male,60-64 years
East Renfrewshire,2009-2011,Count,22.26,Male,60-64 years
East Renfrewshire,2009-2011,Count,25.02,Female,60-64 years
East Renfrewshire,2009-2011,95% Lower Confidence Limit,24.52,Female,60-64 years
East Renfrewshire,2009-2011,95% Upper Confidence Limit,25.52,Female,60-64 years
East Renfrewshire,2009-2011,95% Lower Confidence Limit,17.73,Male,65-69 years
East Renfrewshire,2009-2011,95% Upper Confidence Limit,18.73,Male,65-69 years
East Renfrewshire,2009-2011,Count,18.23,Male,65-69 years
East Renfrewshire,2009-2011,Count,20.78,Female,65-69 years
East Renfrewshire,2009-2011,95% Lower Confidence Limit,20.3,Female,65-69 years
East Renfrewshire,2009-2011,95% Upper Confidence Limit,21.26,Female,65-69 years
East Renfrewshire,2009-2011,95% Lower Confidence Limit,14.05,Male,70-74 years
East Renfrewshire,2009-2011,95% Upper Confidence Limit,14.99,Male,70-74 years
East Renfrewshire,2009-2011,Count,14.52,Male,70-74 years
East Renfrewshire,2009-2011,Count,16.63,Female,70-74 years
East Renfrewshire,2009-2011,95% Lower Confidence Limit,16.18,Female,70-74 years
East Renfrewshire,2009-2011,95% Upper Confidence Limit,17.09,Female,70-74 years
East Renfrewshire,2009-2011,95% Lower Confidence Limit,10.61,Male,75-79 years
East Renfrewshire,2009-2011,95% Upper Confidence Limit,11.51,Male,75-79 years
East Renfrewshire,2009-2011,Count,11.06,Male,75-79 years
East Renfrewshire,2009-2011,Count,13.05,Female,75-79 years
East Renfrewshire,2009-2011,95% Lower Confidence Limit,12.63,Female,75-79 years
East Renfrewshire,2009-2011,95% Upper Confidence Limit,13.48,Female,75-79 years
East Renfrewshire,2009-2011,95% Lower Confidence Limit,7.47,Male,80-84 years
East Renfrewshire,2009-2011,95% Upper Confidence Limit,8.36,Male,80-84 years
East Renfrewshire,2009-2011,Count,7.91,Male,80-84 years
East Renfrewshire,2009-2011,Count,9.68,Female,80-84 years
East Renfrewshire,2009-2011,95% Lower Confidence Limit,9.27,Female,80-84 years
East Renfrewshire,2009-2011,95% Upper Confidence Limit,10.09,Female,80-84 years
East Renfrewshire,2009-2011,95% Lower Confidence Limit,5.35,Male,85-89 years
East Renfrewshire,2009-2011,95% Upper Confidence Limit,6.35,Male,85-89 years
East Renfrewshire,2009-2011,Count,5.85,Male,85-89 years
East Renfrewshire,2009-2011,Count,6.94,Female,85-89 years
East Renfrewshire,2009-2011,95% Lower Confidence Limit,6.51,Female,85-89 years
East Renfrewshire,2009-2011,95% Upper Confidence Limit,7.37,Female,85-89 years
East Renfrewshire,2009-2011,95% Lower Confidence Limit,3.25,Male,90 years
East Renfrewshire,2009-2011,95% Upper Confidence Limit,4.73,Male,90 years
East Renfrewshire,2009-2011,Count,3.99,Male,90 years
East Renfrewshire,2009-2011,Count,5.08,Female,90 years
East Renfrewshire,2009-2011,95% Lower Confidence Limit,4.51,Female,90 years
East Renfrewshire,2009-2011,95% Upper Confidence Limit,5.66,Female,90 years
East Renfrewshire,2010-2012,95% Upper Confidence Limit,80.45,Male,0 years
East Renfrewshire,2010-2012,95% Lower Confidence Limit,78.93,Male,0 years
East Renfrewshire,2010-2012,Count,79.69,Male,0 years
East Renfrewshire,2010-2012,95% Upper Confidence Limit,83.44,Female,0 years
East Renfrewshire,2010-2012,Count,82.78,Female,0 years
East Renfrewshire,2010-2012,95% Lower Confidence Limit,82.13,Female,0 years
East Renfrewshire,2010-2012,95% Upper Confidence Limit,79.55,Male,1-4 years
East Renfrewshire,2010-2012,95% Lower Confidence Limit,78.06,Male,1-4 years
East Renfrewshire,2010-2012,Count,78.8,Male,1-4 years
East Renfrewshire,2010-2012,95% Upper Confidence Limit,82.7,Female,1-4 years
East Renfrewshire,2010-2012,Count,82.1,Female,1-4 years
East Renfrewshire,2010-2012,95% Lower Confidence Limit,81.5,Female,1-4 years
East Renfrewshire,2010-2012,95% Upper Confidence Limit,75.55,Male,5-9 years
East Renfrewshire,2010-2012,95% Lower Confidence Limit,74.06,Male,5-9 years
East Renfrewshire,2010-2012,Count,74.8,Male,5-9 years
East Renfrewshire,2010-2012,95% Upper Confidence Limit,78.7,Female,5-9 years
East Renfrewshire,2010-2012,Count,78.1,Female,5-9 years
East Renfrewshire,2010-2012,95% Lower Confidence Limit,77.5,Female,5-9 years
East Renfrewshire,2010-2012,95% Upper Confidence Limit,70.63,Male,10-14 years
East Renfrewshire,2010-2012,95% Lower Confidence Limit,69.15,Male,10-14 years
East Renfrewshire,2010-2012,Count,69.89,Male,10-14 years
East Renfrewshire,2010-2012,95% Upper Confidence Limit,73.7,Female,10-14 years
East Renfrewshire,2010-2012,Count,73.1,Female,10-14 years
East Renfrewshire,2010-2012,95% Lower Confidence Limit,72.5,Female,10-14 years
East Renfrewshire,2010-2012,95% Upper Confidence Limit,65.66,Male,15-19 years
East Renfrewshire,2010-2012,95% Lower Confidence Limit,64.19,Male,15-19 years
East Renfrewshire,2010-2012,Count,64.93,Male,15-19 years
East Renfrewshire,2010-2012,95% Upper Confidence Limit,68.74,Female,15-19 years
East Renfrewshire,2010-2012,Count,68.14,Female,15-19 years
East Renfrewshire,2010-2012,95% Lower Confidence Limit,67.55,Female,15-19 years
East Renfrewshire,2010-2012,95% Upper Confidence Limit,60.72,Male,20-24 years
East Renfrewshire,2010-2012,95% Lower Confidence Limit,59.26,Male,20-24 years
East Renfrewshire,2010-2012,Count,59.99,Male,20-24 years
East Renfrewshire,2010-2012,95% Upper Confidence Limit,63.74,Female,20-24 years
East Renfrewshire,2010-2012,Count,63.14,Female,20-24 years
East Renfrewshire,2010-2012,95% Lower Confidence Limit,62.55,Female,20-24 years
East Renfrewshire,2010-2012,95% Upper Confidence Limit,55.82,Male,25-29 years
East Renfrewshire,2010-2012,95% Lower Confidence Limit,54.38,Male,25-29 years
East Renfrewshire,2010-2012,Count,55.1,Male,25-29 years
East Renfrewshire,2010-2012,95% Upper Confidence Limit,58.77,Female,25-29 years
East Renfrewshire,2010-2012,Count,58.18,Female,25-29 years
East Renfrewshire,2010-2012,95% Lower Confidence Limit,57.59,Female,25-29 years
East Renfrewshire,2010-2012,95% Upper Confidence Limit,51.33,Male,30-34 years
East Renfrewshire,2010-2012,95% Lower Confidence Limit,50.03,Male,30-34 years
East Renfrewshire,2010-2012,Count,50.68,Male,30-34 years
East Renfrewshire,2010-2012,95% Upper Confidence Limit,53.86,Female,30-34 years
East Renfrewshire,2010-2012,Count,53.29,Female,30-34 years
East Renfrewshire,2010-2012,95% Lower Confidence Limit,52.71,Female,30-34 years
East Renfrewshire,2010-2012,95% Upper Confidence Limit,46.52,Male,35-39 years
East Renfrewshire,2010-2012,95% Lower Confidence Limit,45.27,Male,35-39 years
East Renfrewshire,2010-2012,Count,45.9,Male,35-39 years
East Renfrewshire,2010-2012,95% Upper Confidence Limit,48.99,Female,35-39 years
East Renfrewshire,2010-2012,Count,48.44,Female,35-39 years
East Renfrewshire,2010-2012,95% Lower Confidence Limit,47.88,Female,35-39 years
East Renfrewshire,2010-2012,95% Lower Confidence Limit,40.46,Male,40-44 years
East Renfrewshire,2010-2012,95% Upper Confidence Limit,41.69,Male,40-44 years
East Renfrewshire,2010-2012,Count,41.07,Male,40-44 years
East Renfrewshire,2010-2012,95% Upper Confidence Limit,44.14,Female,40-44 years
East Renfrewshire,2010-2012,Count,43.6,Female,40-44 years
East Renfrewshire,2010-2012,95% Lower Confidence Limit,43.06,Female,40-44 years
East Renfrewshire,2010-2012,95% Lower Confidence Limit,35.72,Male,45-49 years
East Renfrewshire,2010-2012,95% Upper Confidence Limit,36.92,Male,45-49 years
East Renfrewshire,2010-2012,Count,36.32,Male,45-49 years
East Renfrewshire,2010-2012,95% Upper Confidence Limit,39.37,Female,45-49 years
East Renfrewshire,2010-2012,Count,38.84,Female,45-49 years
East Renfrewshire,2010-2012,95% Lower Confidence Limit,38.31,Female,45-49 years
East Renfrewshire,2010-2012,95% Lower Confidence Limit,31.14,Male,50-54 years
East Renfrewshire,2010-2012,95% Upper Confidence Limit,32.32,Male,50-54 years
East Renfrewshire,2010-2012,Count,31.73,Male,50-54 years
East Renfrewshire,2010-2012,95% Upper Confidence Limit,34.59,Female,50-54 years
East Renfrewshire,2010-2012,95% Lower Confidence Limit,33.55,Female,50-54 years
East Renfrewshire,2010-2012,Count,34.07,Female,50-54 years
East Renfrewshire,2010-2012,95% Upper Confidence Limit,27.72,Male,55-59 years
East Renfrewshire,2010-2012,95% Lower Confidence Limit,26.57,Male,55-59 years
East Renfrewshire,2010-2012,Count,27.15,Male,55-59 years
East Renfrewshire,2010-2012,95% Upper Confidence Limit,29.96,Female,55-59 years
East Renfrewshire,2010-2012,95% Lower Confidence Limit,28.95,Female,55-59 years
East Renfrewshire,2010-2012,Count,29.46,Female,55-59 years
East Renfrewshire,2010-2012,95% Upper Confidence Limit,23.29,Male,60-64 years
East Renfrewshire,2010-2012,95% Lower Confidence Limit,22.17,Male,60-64 years
East Renfrewshire,2010-2012,Count,22.73,Male,60-64 years
East Renfrewshire,2010-2012,95% Upper Confidence Limit,25.48,Female,60-64 years
East Renfrewshire,2010-2012,95% Lower Confidence Limit,24.51,Female,60-64 years
East Renfrewshire,2010-2012,Count,24.99,Female,60-64 years
East Renfrewshire,2010-2012,95% Upper Confidence Limit,19.24,Male,65-69 years
East Renfrewshire,2010-2012,95% Lower Confidence Limit,18.15,Male,65-69 years
East Renfrewshire,2010-2012,Count,18.69,Male,65-69 years
East Renfrewshire,2010-2012,Count,20.71,Female,65-69 years
East Renfrewshire,2010-2012,95% Upper Confidence Limit,21.17,Female,65-69 years
East Renfrewshire,2010-2012,95% Lower Confidence Limit,20.25,Female,65-69 years
East Renfrewshire,2010-2012,95% Upper Confidence Limit,15.5,Male,70-74 years
East Renfrewshire,2010-2012,95% Lower Confidence Limit,14.45,Male,70-74 years
East Renfrewshire,2010-2012,Count,14.97,Male,70-74 years
East Renfrewshire,2010-2012,95% Upper Confidence Limit,16.9,Female,70-74 years
East Renfrewshire,2010-2012,Count,16.46,Female,70-74 years
East Renfrewshire,2010-2012,95% Lower Confidence Limit,16.02,Female,70-74 years
East Renfrewshire,2010-2012,95% Upper Confidence Limit,11.95,Male,75-79 years
East Renfrewshire,2010-2012,95% Lower Confidence Limit,10.92,Male,75-79 years
East Renfrewshire,2010-2012,Count,11.44,Male,75-79 years
East Renfrewshire,2010-2012,95% Upper Confidence Limit,13.32,Female,75-79 years
East Renfrewshire,2010-2012,Count,12.91,Female,75-79 years
East Renfrewshire,2010-2012,95% Lower Confidence Limit,12.51,Female,75-79 years
East Renfrewshire,2010-2012,95% Upper Confidence Limit,9.06,Male,80-84 years
East Renfrewshire,2010-2012,95% Lower Confidence Limit,8,Male,80-84 years
East Renfrewshire,2010-2012,Count,8.53,Male,80-84 years
East Renfrewshire,2010-2012,Count,9.56,Female,80-84 years
East Renfrewshire,2010-2012,95% Upper Confidence Limit,9.95,Female,80-84 years
East Renfrewshire,2010-2012,95% Lower Confidence Limit,9.18,Female,80-84 years
East Renfrewshire,2010-2012,95% Upper Confidence Limit,7.19,Male,85-89 years
East Renfrewshire,2010-2012,95% Lower Confidence Limit,5.92,Male,85-89 years
East Renfrewshire,2010-2012,Count,6.55,Male,85-89 years
East Renfrewshire,2010-2012,Count,6.81,Female,85-89 years
East Renfrewshire,2010-2012,95% Upper Confidence Limit,7.2,Female,85-89 years
East Renfrewshire,2010-2012,95% Lower Confidence Limit,6.41,Female,85-89 years
East Renfrewshire,2010-2012,95% Upper Confidence Limit,5.92,Male,90 years
East Renfrewshire,2010-2012,95% Lower Confidence Limit,4.03,Male,90 years
East Renfrewshire,2010-2012,Count,4.97,Male,90 years
East Renfrewshire,2010-2012,95% Upper Confidence Limit,5.3,Female,90 years
East Renfrewshire,2010-2012,Count,4.8,Female,90 years
East Renfrewshire,2010-2012,95% Lower Confidence Limit,4.3,Female,90 years
East Renfrewshire,2011-2013,95% Lower Confidence Limit,78.69,Male,0 years
East Renfrewshire,2011-2013,95% Upper Confidence Limit,80.26,Male,0 years
East Renfrewshire,2011-2013,Count,79.48,Male,0 years
East Renfrewshire,2011-2013,95% Lower Confidence Limit,82.22,Female,0 years
East Renfrewshire,2011-2013,Count,82.87,Female,0 years
East Renfrewshire,2011-2013,95% Upper Confidence Limit,83.53,Female,0 years
East Renfrewshire,2011-2013,95% Lower Confidence Limit,77.95,Male,1-4 years
East Renfrewshire,2011-2013,95% Upper Confidence Limit,79.46,Male,1-4 years
East Renfrewshire,2011-2013,Count,78.7,Male,1-4 years
East Renfrewshire,2011-2013,95% Lower Confidence Limit,81.59,Female,1-4 years
East Renfrewshire,2011-2013,Count,82.19,Female,1-4 years
East Renfrewshire,2011-2013,95% Upper Confidence Limit,82.79,Female,1-4 years
East Renfrewshire,2011-2013,95% Lower Confidence Limit,74.01,Male,5-9 years
East Renfrewshire,2011-2013,95% Upper Confidence Limit,75.5,Male,5-9 years
East Renfrewshire,2011-2013,Count,74.75,Male,5-9 years
East Renfrewshire,2011-2013,95% Lower Confidence Limit,77.59,Female,5-9 years
East Renfrewshire,2011-2013,Count,78.19,Female,5-9 years
East Renfrewshire,2011-2013,95% Upper Confidence Limit,78.79,Female,5-9 years
East Renfrewshire,2011-2013,95% Lower Confidence Limit,69.1,Male,10-14 years
East Renfrewshire,2011-2013,95% Upper Confidence Limit,70.58,Male,10-14 years
East Renfrewshire,2011-2013,Count,69.84,Male,10-14 years
East Renfrewshire,2011-2013,95% Lower Confidence Limit,72.59,Female,10-14 years
East Renfrewshire,2011-2013,Count,73.19,Female,10-14 years
East Renfrewshire,2011-2013,95% Upper Confidence Limit,73.79,Female,10-14 years
East Renfrewshire,2011-2013,95% Lower Confidence Limit,64.1,Male,15-19 years
East Renfrewshire,2011-2013,95% Upper Confidence Limit,65.58,Male,15-19 years
East Renfrewshire,2011-2013,Count,64.84,Male,15-19 years
East Renfrewshire,2011-2013,95% Lower Confidence Limit,67.68,Female,15-19 years
East Renfrewshire,2011-2013,Count,68.27,Female,15-19 years
East Renfrewshire,2011-2013,95% Upper Confidence Limit,68.86,Female,15-19 years
East Renfrewshire,2011-2013,95% Lower Confidence Limit,59.21,Male,20-24 years
East Renfrewshire,2011-2013,95% Upper Confidence Limit,60.67,Male,20-24 years
East Renfrewshire,2011-2013,Count,59.94,Male,20-24 years
East Renfrewshire,2011-2013,95% Lower Confidence Limit,62.68,Female,20-24 years
East Renfrewshire,2011-2013,Count,63.27,Female,20-24 years
East Renfrewshire,2011-2013,95% Upper Confidence Limit,63.86,Female,20-24 years
